Plugin ID;CVE;CVSS;Risk;Host;Protocol;Port;Name;Synopsis;Description;Solution;See Also;Plugin Output;STIG Severity;CVSS v3.0 Base Score;CVSS Temporal Score;CVSS v3.0 Temporal Score;Risk Factor;BID;XREF;MSKB;Plugin Publication Date;Plugin Modification Date;Metasploit;Core Impact;CANVAS
Organization Unit: Office for Complication of Otherwise Simple Affairs;;;;;;;;;;;;;;;;;;;;;;;;;
Common Name: ubuntu804-base.localdomain;;;;;;;;;;;;;;;;;;;;;;;;;
Email Address: root@ubuntu804-base.localdomain;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Serial Number: 00 FA F9 3A 4C 7F B6 B9 CC ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Version: 1;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Signature Algorithm: SHA-1 With RSA Encryption;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Not Valid Before: Mar 17 14:07:45 2010 GMT;;;;;;;;;;;;;;;;;;;;;;;;;
Not Valid After: Apr 16 14:07:45 2010 GMT;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Public Key Info: ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Algorithm: RSA Encryption;;;;;;;;;;;;;;;;;;;;;;;;;
Key Length: 1024 bits;;;;;;;;;;;;;;;;;;;;;;;;;
Public Key: 00 D6 B4 13 36 33 9A 95 71 7B 1B DE 7C 83 75 DA 71 B1 3C A9 ;;;;;;;;;;;;;;;;;;;;;;;;;
            7F FE AD 64 1B 77 E9 4F AE BE CA D4 F8 CB EF AE BB 43 79 24 ;;;;;;;;;;;;;;;;;;;;;;;;;
            73 FF 3C E5 9E 3B 6D FC C8 B1 AC FA 4C 4D 5E 9B 4C 99 54 0B ;;;;;;;;;;;;;;;;;;;;;;;;;
            D7 A8 4A 50 BA A9 DE 1D 1F F4 E4 6B 02 A3 F4 6B 45 CD 4C AF ;;;;;;;;;;;;;;;;;;;;;;;;;
            8D 89 62 33 8F 65 BB 36 61 9F C4 2C 73 C1 4E 2E A0 A8 14 4E ;;;;;;;;;;;;;;;;;;;;;;;;;
            98 70 46 61 BB D1 B9 31 DF 8C 99 EE 75 6B 79 3C 40 A0 AE 97 ;;;;;;;;;;;;;;;;;;;;;;;;;
            00 90 9D DC 99 0D 33 A4 B5 ;;;;;;;;;;;;;;;;;;;;;;;;;
Exponent: 01 00 01 ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Signature Length: 128 bytes / 1024 bits;;;;;;;;;;;;;;;;;;;;;;;;;
Signature: 00 92 A4 B4 B8 14 55 63 25 51 4A 0B C3 2A 22 CF 3A F8 17 6A ;;;;;;;;;;;;;;;;;;;;;;;;;
           0C CF 66 AA A7 65 2F 48 6D CD E3 3E 5C 9F 77 6C D4 44 54 1F ;;;;;;;;;;;;;;;;;;;;;;;;;
           1E 84 4F 8E D4 8D DD AC 2D 88 09 21 A8 DA 56 2C A9 05 3C 49 ;;;;;;;;;;;;;;;;;;;;;;;;;
           68 35 19 75 0C DA 53 23 88 88 19 2D 74 26 C1 22 65 EE 11 68 ;;;;;;;;;;;;;;;;;;;;;;;;;
           83 6A 53 4A 9C 27 CB A0 B4 E9 8D 29 0C B2 3C 18 5C 67 CC 53 ;;;;;;;;;;;;;;;;;;;;;;;;;
           A6 1E 30 D0 AA 26 7B 1E AE 40 B9 29 01 6C 2E BC A2 19 94 7C ;;;;;;;;;;;;;;;;;;;;;;;;;
           15 6E 8D 30 38 F6 CA 2E 75 ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Fingerprints : ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
SHA-256 Fingerprint: E7 A7 FA 0D 63 E4 57 C7 C4 A5 9B 38 B7 08 49 C6 A7 0B DA 6F ;;;;;;;;;;;;;;;;;;;;;;;;;
                     83 0C 7A F1 E3 2D EE 43 6D E8 13 CC ;;;;;;;;;;;;;;;;;;;;;;;;;
SHA-1 Fingerprint: ED 09 30 88 70 66 03 BF D5 DC 23 73 99 B4 98 DA 2D 4D 31 C6 ;;;;;;;;;;;;;;;;;;;;;;;;;
MD5 Fingerprint: DC D9 AD 90 6C 8F 2F 73 74 AF 38 3B 25 40 88 28 ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
PEM certificate : ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
-----BEGIN CERTIFICATE-----;;;;;;;;;;;;;;;;;;;;;;;;;
MIIDWzCCAsQCCQD6+TpMf7a5zDANBgkqhkiG9w0BAQUFADCB8TELMAkGA1UEBhMCWFgxKjAoBgNVBAgTIVRoZXJlIGlzIG5vIHN1Y2ggdGhpbmcgb3V0c2lkZSBVUzETMBEGA1UEBxMKRXZlcnl3aGVyZTEOMAwGA1UEChMFT0NPU0ExPDA6BgNVBAsTM09mZmljZSBmb3IgQ29tcGxpY2F0aW9uIG9mIE90aGVyd2lzZSBTaW1wbGUgQWZmYWlyczEjMCEGA1UEAxMadWJ1bnR1ODA0LWJhc2UubG9jYWxkb21haW4xLjAsBgkqhkiG9w0BCQEWH3Jvb3RAdWJ1bnR1ODA0LWJhc2UubG9jYWxkb21haW4wHhcNMTAwMzE3MTQwNzQ1WhcNMTAwNDE2MTQwNzQ1WjCB8TELMAkGA1UEBhMCWFgxKjAoBgNVBAgTIVRoZXJlIGlzIG5vIHN1Y2ggdGhpbmcgb3V0c2lkZSBVUzETMBEGA1UEBxMKRXZlcnl3aGVyZTEOMAwGA1UEChMFT0NPU0ExPDA6BgNVBAsTM09mZmljZSBmb3IgQ29tcGxpY2F0aW9uIG9mIE90aGVyd2lzZSBTaW1wbGUgQWZmYWlyczEjMCEGA1UEAxMadWJ1bnR1ODA0LWJhc2UubG9jYWxkb21haW4xLjAsBgkqhkiG9w0BCQEWH3Jvb3RAdWJ1bnR1ODA0LWJhc2UubG9jYWxkb21haW4wgZ8wDQYJKoZIhvcNAQEBBQADgY0AMIGJAoGBANa0EzYzmpVxexvefIN12nGxPKl//q1kG3fpT66+ytT4y++uu0N5JHP/POWeO238yLGs+kxNXptMmVQL16hKULqp3h0f9ORrAqP0a0XNTK+NiWIzj2W7NmGfxCxzwU4uoKgUTphwRmG70bkx34yZ7nVreTxAoK6XAJCd3JkNM6S1AgMBAAEwDQYJKoZIhvcNAQEFBQADgYEAkqS0uBRVYyVRSgvDKiLPOvgXagzPZqqnZS9Ibc3jPlyfd2zURFQfHoRPjtSN3awtiAkhqNpWLKkFPEloNRl1DNpTI4iIGS10JsEiZe4RaINqU0qcJ8ugtOmNKQyyPBhcZ8xTph4w0Komex6uQLkpAWwuvKIZlHwVbo0wOPbKLnU=;;;;;;;;;;;;;;;;;;;;;;;;;
"-----END CERTIFICATE-----""";;;;;None;;;;19/05/2008;17/06/2020;;;;;;;;;;;;;;;
10881;;;None;10.0.2.6;tcp;22;SSH Protocol Versions Supported;A SSH server is running on the remote host.;This plugin determines the versions of the SSH protocol supported by;;;;;;;;;;;;;;;;
"the remote SSH daemon.""";n/a;;The remote SSH daemon supports the following versions of the;;;;;;;;;;;;;;;;;;;;;;
SSH protocol :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  - 1.99;;;;;;;;;;;;;;;;;;;;;;;;;
  - 2.0;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;06/03/2002;18/02/2020;;;;;;;;;;;;;;;;;
11002;;;None;10.0.2.6;tcp;53;DNS Server Detection;A DNS server is listening on the remote host.;The remote service is a Domain Name System (DNS) server, which;;;;;;;;;;;;;;;;
"provides a mapping between hostnames and IP addresses.""";Disable this service if it is not needed or restrict access to;;;;;;;;;;;;;;;;;;;;;;;;
"internal hosts only if the service is available externally.""";https://en.wikipedia.org/wiki/Domain_Name_System;;;;;;None;;;;13/02/2003;16/05/2017;;;;;;;;;;;;;
11002;;;None;10.0.2.6;udp;53;DNS Server Detection;A DNS server is listening on the remote host.;The remote service is a Domain Name System (DNS) server, which;;;;;;;;;;;;;;;;
"provides a mapping between hostnames and IP addresses.""";Disable this service if it is not needed or restrict access to;;;;;;;;;;;;;;;;;;;;;;;;
"internal hosts only if the service is available externally.""";https://en.wikipedia.org/wiki/Domain_Name_System;;;;;;None;;;;13/02/2003;16/05/2017;;;;;;;;;;;;;
11011;;;None;10.0.2.6;tcp;139;Microsoft Windows SMB Service Detection;A file / print sharing service is listening on the remote host.;The remote service understands the CIFS (Common Internet File System);;;;;;;;;;;;;;;;
or Server Message Block (SMB) protocol; used to provide shared access;;;;;;;;;;;;;;;;;;;;;;;;
to files; printers;" etc between nodes on a network.""";n/a;;;;;;;;;;;;;;;;;;;;;;
An SMB server is running on this port.;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;05/06/2002;22/01/2020;;;;;;;;;;;;;;;;;
11011;;;None;10.0.2.6;tcp;445;Microsoft Windows SMB Service Detection;A file / print sharing service is listening on the remote host.;The remote service understands the CIFS (Common Internet File System);;;;;;;;;;;;;;;;
or Server Message Block (SMB) protocol; used to provide shared access;;;;;;;;;;;;;;;;;;;;;;;;
to files; printers;" etc between nodes on a network.""";n/a;;;;;;;;;;;;;;;;;;;;;;
A CIFS server is running on this port.;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;05/06/2002;22/01/2020;;;;;;;;;;;;;;;;;
11111;;;None;10.0.2.6;tcp;111;RPC Services Enumeration;An ONC RPC service is running on the remote host.;By sending a DUMP request to the portmapper, it was possible to;;;;;;;;;;;;;;;;
enumerate the ONC RPC services running on the remote port.  Using this;;;;;;;;;;;;;;;;;;;;;;;;;
information; it is possible to connect and bind to each service by;;;;;;;;;;;;;;;;;;;;;;;;
"sending an RPC request to the remote port.""";n/a;;;;;;;;;;;;;;;;;;;;;;;;
The following RPC services are available on TCP port 111 :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100000 (portmapper); version: 2;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;24/08/2002;24/05/2011;;;;;;;;;;;;;;;;;
11111;;;None;10.0.2.6;tcp;2049;RPC Services Enumeration;An ONC RPC service is running on the remote host.;By sending a DUMP request to the portmapper, it was possible to;;;;;;;;;;;;;;;;
enumerate the ONC RPC services running on the remote port.  Using this;;;;;;;;;;;;;;;;;;;;;;;;;
information; it is possible to connect and bind to each service by;;;;;;;;;;;;;;;;;;;;;;;;
"sending an RPC request to the remote port.""";n/a;;;;;;;;;;;;;;;;;;;;;;;;
The following RPC services are available on TCP port 2049 :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100003 (nfs); version: 2;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100003 (nfs); version: 3;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100003 (nfs); version: 4;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;24/08/2002;24/05/2011;;;;;;;;;;;;;;;;;
11111;;;None;10.0.2.6;tcp;49202;RPC Services Enumeration;An ONC RPC service is running on the remote host.;By sending a DUMP request to the portmapper, it was possible to;;;;;;;;;;;;;;;;
enumerate the ONC RPC services running on the remote port.  Using this;;;;;;;;;;;;;;;;;;;;;;;;;
information; it is possible to connect and bind to each service by;;;;;;;;;;;;;;;;;;;;;;;;
"sending an RPC request to the remote port.""";n/a;;;;;;;;;;;;;;;;;;;;;;;;
The following RPC services are available on TCP port 49202 :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100024 (status); version: 1;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;24/08/2002;24/05/2011;;;;;;;;;;;;;;;;;
11111;;;None;10.0.2.6;tcp;49318;RPC Services Enumeration;An ONC RPC service is running on the remote host.;By sending a DUMP request to the portmapper, it was possible to;;;;;;;;;;;;;;;;
enumerate the ONC RPC services running on the remote port.  Using this;;;;;;;;;;;;;;;;;;;;;;;;;
information; it is possible to connect and bind to each service by;;;;;;;;;;;;;;;;;;;;;;;;
"sending an RPC request to the remote port.""";n/a;;;;;;;;;;;;;;;;;;;;;;;;
The following RPC services are available on TCP port 49318 :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100021 (nlockmgr); version: 1;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100021 (nlockmgr); version: 3;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100021 (nlockmgr); version: 4;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;24/08/2002;24/05/2011;;;;;;;;;;;;;;;;;
11111;;;None;10.0.2.6;tcp;56496;RPC Services Enumeration;An ONC RPC service is running on the remote host.;By sending a DUMP request to the portmapper, it was possible to;;;;;;;;;;;;;;;;
enumerate the ONC RPC services running on the remote port.  Using this;;;;;;;;;;;;;;;;;;;;;;;;;
information; it is possible to connect and bind to each service by;;;;;;;;;;;;;;;;;;;;;;;;
"sending an RPC request to the remote port.""";n/a;;;;;;;;;;;;;;;;;;;;;;;;
The following RPC services are available on TCP port 56496 :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100005 (mountd); version: 1;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100005 (mountd); version: 2;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100005 (mountd); version: 3;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;24/08/2002;24/05/2011;;;;;;;;;;;;;;;;;
11111;;;None;10.0.2.6;udp;111;RPC Services Enumeration;An ONC RPC service is running on the remote host.;By sending a DUMP request to the portmapper, it was possible to;;;;;;;;;;;;;;;;
enumerate the ONC RPC services running on the remote port.  Using this;;;;;;;;;;;;;;;;;;;;;;;;;
information; it is possible to connect and bind to each service by;;;;;;;;;;;;;;;;;;;;;;;;
"sending an RPC request to the remote port.""";n/a;;;;;;;;;;;;;;;;;;;;;;;;
The following RPC services are available on UDP port 111 :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100000 (portmapper); version: 2;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;24/08/2002;24/05/2011;;;;;;;;;;;;;;;;;
11111;;;None;10.0.2.6;udp;2049;RPC Services Enumeration;An ONC RPC service is running on the remote host.;By sending a DUMP request to the portmapper, it was possible to;;;;;;;;;;;;;;;;
enumerate the ONC RPC services running on the remote port.  Using this;;;;;;;;;;;;;;;;;;;;;;;;;
information; it is possible to connect and bind to each service by;;;;;;;;;;;;;;;;;;;;;;;;
"sending an RPC request to the remote port.""";n/a;;;;;;;;;;;;;;;;;;;;;;;;
The following RPC services are available on UDP port 2049 :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100003 (nfs); version: 2;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100003 (nfs); version: 3;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100003 (nfs); version: 4;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;24/08/2002;24/05/2011;;;;;;;;;;;;;;;;;
11111;;;None;10.0.2.6;udp;37417;RPC Services Enumeration;An ONC RPC service is running on the remote host.;By sending a DUMP request to the portmapper, it was possible to;;;;;;;;;;;;;;;;
enumerate the ONC RPC services running on the remote port.  Using this;;;;;;;;;;;;;;;;;;;;;;;;;
information; it is possible to connect and bind to each service by;;;;;;;;;;;;;;;;;;;;;;;;
"sending an RPC request to the remote port.""";n/a;;;;;;;;;;;;;;;;;;;;;;;;
The following RPC services are available on UDP port 37417 :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100005 (mountd); version: 1;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100005 (mountd); version: 2;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100005 (mountd); version: 3;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;24/08/2002;24/05/2011;;;;;;;;;;;;;;;;;
11111;;;None;10.0.2.6;udp;40859;RPC Services Enumeration;An ONC RPC service is running on the remote host.;By sending a DUMP request to the portmapper, it was possible to;;;;;;;;;;;;;;;;
enumerate the ONC RPC services running on the remote port.  Using this;;;;;;;;;;;;;;;;;;;;;;;;;
information; it is possible to connect and bind to each service by;;;;;;;;;;;;;;;;;;;;;;;;
"sending an RPC request to the remote port.""";n/a;;;;;;;;;;;;;;;;;;;;;;;;
The following RPC services are available on UDP port 40859 :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100021 (nlockmgr); version: 1;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100021 (nlockmgr); version: 3;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100021 (nlockmgr); version: 4;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;24/08/2002;24/05/2011;;;;;;;;;;;;;;;;;
11111;;;None;10.0.2.6;udp;43314;RPC Services Enumeration;An ONC RPC service is running on the remote host.;By sending a DUMP request to the portmapper, it was possible to;;;;;;;;;;;;;;;;
enumerate the ONC RPC services running on the remote port.  Using this;;;;;;;;;;;;;;;;;;;;;;;;;
information; it is possible to connect and bind to each service by;;;;;;;;;;;;;;;;;;;;;;;;
"sending an RPC request to the remote port.""";n/a;;;;;;;;;;;;;;;;;;;;;;;;
The following RPC services are available on UDP port 43314 :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
 - program: 100024 (status); version: 1;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;24/08/2002;24/05/2011;;;;;;;;;;;;;;;;;
11153;;;None;10.0.2.6;tcp;3306;Service Detection (HELP Request);The remote service could be identified.;It was possible to identify the remote service by its banner or by;;;;;;;;;;;;;;;;
looking at the error message it sends when it receives a 'HELP';;;;;;;;;;;;;;;;;;;;;;;;;
"request.""";n/a;;A MySQL server is running on this port.;;;;;None;;;;18/11/2002;26/11/2018;;;;;;;;;;;;
11154;;;None;10.0.2.6;tcp;514;Unknown Service Detection: Banner Retrieval;There is an unknown service running on the remote host.;Nessus was unable to identify a service on the remote host even though;;;;;;;;;;;;;;;;
"it returned a banner of some type.""";n/a;;;;;;;;;;;;;;;;;;;;;;;;
If you know what this service is and think the banner could be used to;;;;;;;;;;;;;;;;;;;;;;;;;
identify it; please send a description of the service along with the;;;;;;;;;;;;;;;;;;;;;;;;
following output to svc-signatures@nessus.org :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  Port   : 514;;;;;;;;;;;;;;;;;;;;;;;;;
  Type   : spontaneous;;;;;;;;;;;;;;;;;;;;;;;;;
  Banner : ;;;;;;;;;;;;;;;;;;;;;;;;;
0x00:  01 67 65 74 6E 61 6D 65 69 6E 66 6F 3A 20 54 65    .getnameinfo: Te;;;;;;;;;;;;;;;;;;;;;;;;;
           0x10:  6D 70 6F 72 61 72 79 20 66 61 69 6C 75 72 65 20    mporary failure ;;;;;;;;;;;;;;;;;;;;;;;;;
           0x20:  69 6E 20 6E 61 6D 65 20 72 65 73 6F 6C 75 74 69    in name resoluti;;;;;;;;;;;;;;;;;;;;;;;;;
           0x30:  6F 6E 0A                                           on.             ;;;;;;;;;;;;;;;;;;;;;;;;;
           ;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;18/11/2002;24/07/2018;;;;;;;;;;;;;;;;;
11154;;;None;10.0.2.6;tcp;8787;Unknown Service Detection: Banner Retrieval;There is an unknown service running on the remote host.;Nessus was unable to identify a service on the remote host even though;;;;;;;;;;;;;;;;
"it returned a banner of some type.""";n/a;;;;;;;;;;;;;;;;;;;;;;;;
If you know what this service is and think the banner could be used to;;;;;;;;;;;;;;;;;;;;;;;;;
identify it; please send a description of the service along with the;;;;;;;;;;;;;;;;;;;;;;;;
following output to svc-signatures@nessus.org :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  Port   : 8787;;;;;;;;;;;;;;;;;;;;;;;;;
  Type   : get_http;;;;;;;;;;;;;;;;;;;;;;;;;
  Banner : ;;;;;;;;;;;;;;;;;;;;;;;;;
0x0000:  00 00 00 03 04 08 46 00 00 03 A1 04 08 6F 3A 16    ......F......o:.;;;;;;;;;;;;;;;;;;;;;;;;;
           0x0010:  44 52 62 3A 3A 44 52 62 43 6F 6E 6E 45 72 72 6F    DRb::DRbConnErro;;;;;;;;;;;;;;;;;;;;;;;;;
"           0x0020:  72 07 3A 07 62 74 5B 17 22 2F 2F 75 73 72 2F 6C    r.:.bt[.""""//usr/l";;;;;;;;;;;;;;;;;;;;;;;;;
           0x0030:  69 62 2F 72 75 62 79 2F 31 2E 38 2F 64 72 62 2F    ib/ruby/1.8/drb/;;;;;;;;;;;;;;;;;;;;;;;;;
           0x0040:  64 72 62 2E 72 62 3A 35 37 33 3A 69 6E 20 60 6C    drb.rb:573:in `l;;;;;;;;;;;;;;;;;;;;;;;;;
"           0x0050:  6F 61 64 27 22 37 2F 75 73 72 2F 6C 69 62 2F 72    oad'""""7/usr/lib/r";;;;;;;;;;;;;;;;;;;;;;;;;
           0x0060:  75 62 79 2F 31 2E 38 2F 64 72 62 2F 64 72 62 2E    uby/1.8/drb/drb.;;;;;;;;;;;;;;;;;;;;;;;;;
           0x0070:  72 62 3A 36 31 32 3A 69 6E 20 60 72 65 63 76 5F    rb:612:in `recv_;;;;;;;;;;;;;;;;;;;;;;;;;
"           0x0080:  72 65 71 75 65 73 74 27 22 37 2F 75 73 72 2F 6C    request'""""7/usr/l";;;;;;;;;;;;;;;;;;;;;;;;;
           0x0090:  69 62 2F 72 75 62 79 2F 31 2E 38 2F 64 72 62 2F    ib/ruby/1.8/drb/;;;;;;;;;;;;;;;;;;;;;;;;;
           0x00A0:  64 72 62 2E 72 62 3A 39 31 31 3A 69 6E 20 60 72    drb.rb:911:in `r;;;;;;;;;;;;;;;;;;;;;;;;;
"           0x00B0:  65 63 76 5F 72 65 71 75 65 73 74 27 22 3C 2F 75    ecv_request'""""</u";;;;;;;;;;;;;;;;;;;;;;;;;
           0x00C0:  73 72 2F 6C 69 62 2F 72 75 62 79 2F 31 2E 38 2F    sr/lib/ruby/1.8/;;;;;;;;;;;;;;;;;;;;;;;;;
           0x00D0:  64 72 62 2F 64 72 62 2E 72 62 3A 31 35 33 30 3A    drb/drb.rb:1530:;;;;;;;;;;;;;;;;;;;;;;;;;
           0x00E0:  69 6E 20 60 69 6E 69 74 5F 77 69 74 68 5F 63 6C    in `init_with_cl;;;;;;;;;;;;;;;;;;;;;;;;;
"           0x00F0:  69 65 6E 74 27 22 39 2F 75 73 72 2F 6C 69 62 2F    ient'""""9/usr/lib/";;;;;;;;;;;;;;;;;;;;;;;;;
           0x0100:  72 75 62 79 2F 31 2E 38 2F 64 72 62 2F 64 72 62    ruby/1.8/drb/drb;;;;;;;;;;;;;;;;;;;;;;;;;
           0x0110:  2E 72 62 3A 31 35 34 32 3A 69 6E 20 60 73 65 74    .rb:1542:in `set;;;;;;;;;;;;;;;;;;;;;;;;;
"           0x0120:  75 70 5F 6D 65 73 73 61 67 65 27 22 33 2F 75 73    up_message'""""3/us";;;;;;;;;;;;;;;;;;;;;;;;;
           0x0130:  72 2F 6C 69 62 2F 72 75 62 79 2F 31 2E 38 2F 64    r/lib/ruby/1.8/d;;;;;;;;;;;;;;;;;;;;;;;;;
           0x0140:  72 62 2F 64 72 62 2E 72 62 3A 31 34 39 34 3A 69    rb/drb.rb:1494:i;;;;;;;;;;;;;;;;;;;;;;;;;
"           0x0150:  6E 20 60 70 65 72 66 6F 72 6D 27 22 35 2F 75 73    n `perform'""""5/us";;;;;;;;;;;;;;;;;;;;;;;;;
           0x0160:  72 2F 6C 69 62 2F 72 75 62 79 2F 31 2E 38 2F 64    r/lib/ruby/1.8/d;;;;;;;;;;;;;;;;;;;;;;;;;
           0x0170:  72 62 2F 64 72 62 2E 72 62 3A 31 35 38 39 3A 69    rb/drb.rb:1589:i;;;;;;;;;;;;;;;;;;;;;;;;;
"           0x0180:  6E 20 60 6D 61 69 6E 5F 6C 6F 6F 70 27 22 30 2F    n `main_loop'""""0/";;;;;;;;;;;;;;;;;;;;;;;;;
           0x0190:  75 73 72 2F 6C 69 62 2F 72 75 62 79 2F 31 2E 38    usr/lib/ruby/1.8;;;;;;;;;;;;;;;;;;;;;;;;;
           0x01A0:  2F 64 72 62 2F 64 72 62 2E 72 62 3A 31 35 38 35    /drb/drb.rb:1585;;;;;;;;;;;;;;;;;;;;;;;;;
"           0x01B0:  3A 69 6E 20 60 6C 6F 6F 70 27 22 35 2F 75 73 72    :in `loop'""""5/usr";;;;;;;;;;;;;;;;;;;;;;;;;
           0x01C0:  2F 6C 69 62 2F 72 75 62 79 2F 31 2E 38 2F 64 72    /lib/ruby/1.8/dr;;;;;;;;;;;;;;;;;;;;;;;;;
           0x01D0:  62 2F 64 72 62 2E 72 62 3A 31 35 38 35 3A 69 6E    b/drb.rb:1585:in;;;;;;;;;;;;;;;;;;;;;;;;;
"           0x01E0:  20 60 6D 61 69 6E 5F 6C 6F 6F 70 27 22 31 2F 75     `main_loop'""""1/u";;;;;;;;;;;;;;;;;;;;;;;;;
           0x01F0:  73 72 2F 6C 69 62 2F 72 75 62 79 2F 31 2E 38 2F    sr/lib/ruby/1.8/;;;;;;;;;;;;;;;;;;;;;;;;;
           0x0200:  64 72 62 2F 64 72 62 2E 72 62 3A 31 35 38 31 3A    drb/drb.rb:1581:;;;;;;;;;;;;;;;;;;;;;;;;;
"           0x0210:  69 6E 20 60 73 74 61 72 74 27 22 35 2F 75 73 72    in `start'""""5/usr";;;;;;;;;;;;;;;;;;;;;;;;;
           0x0220:  2F 6C 69 62 2F 72 75 62 79 2F 31 2E 38 2F 64 72    /lib/ruby/1.8/dr;;;;;;;;;;;;;;;;;;;;;;;;;
           0x0230:  62 2F 64 72 62 2E 72 62 3A 31 35 38 31 3A 69 6E    b/drb.rb:1581:in;;;;;;;;;;;;;;;;;;;;;;;;;
"           0x0240:  20 60 6D 61 69 6E 5F 6C 6F 6F 70 27 22 2F 2F 75     `main_loop'""""//u";;;;;;;;;;;;;;;;;;;;;;;;;
           0x0250:  73 72 2F 6C 69 62 2F 72 75 62 79 2F 31 2E 38 2F    sr/lib/ruby/1.8/;;;;;;;;;;;;;;;;;;;;;;;;;
           0x0260:  64 72 62 2F 64 72 62 2E 72 62 3A 31 34 33 30 3A    drb/drb.rb:1430:;;;;;;;;;;;;;;;;;;;;;;;;;
"           0x0270:  69 6E 20 60 72 75 6E 27 22 31 2F 75 73 72 2F 6C    in `run'""""1/usr/l";;;;;;;;;;;;;;;;;;;;;;;;;
           0x0280:  69 62 2F 72 75 62 79 2F 31 2E 38 2F 64 72 62 2F    ib/ruby/1.8/drb/;;;;;;;;;;;;;;;;;;;;;;;;;
