,No.,Time,Source,Destination,Protocol,Length,Info
10687,10688,136.845642359,172.217.160.195,10.0.2.8,TCP,60,443  >  54242 [ACK] Seq=1 Ack=518 Win=32251 Len=0
10688,10689,136.90745592,10.0.2.8,151.101.134.133,TLSv1.2,222,Application Data
10689,10690,136.94900466200002,151.101.134.133,10.0.2.8,TLSv1.2,194,Application Data
10690,10691,136.94902810899998,10.0.2.8,151.101.134.133,TCP,54,60070  >  443 [ACK] Seq=1521 Ack=5135 Win=62780 Len=0
10691,10692,136.998975473,172.217.160.195,10.0.2.8,TLSv1.3,1514,"Server Hello, Change Cipher Spec"
10692,10693,136.998990336,10.0.2.8,172.217.160.195,TCP,54,54236  >  443 [ACK] Seq=518 Ack=1461 Win=62780 Len=0
10693,10694,136.99925465799998,172.217.160.195,10.0.2.8,TLSv1.3,1274,Application Data
10694,10695,136.999270159,10.0.2.8,172.217.160.195,TCP,54,54236  >  443 [ACK] Seq=518 Ack=2681 Win=61560 Len=0
10695,10696,137.003478919,10.0.2.8,172.217.160.195,TLSv1.3,118,"Change Cipher Spec, Application Data"
10696,10697,137.004328436,10.0.2.8,172.217.160.195,TLSv1.3,224,Application Data
10697,10698,137.004371759,10.0.2.8,172.217.160.195,TLSv1.3,301,Application Data
10698,10699,137.004677986,172.217.160.195,10.0.2.8,TCP,60,443  >  54236 [ACK] Seq=2681 Ack=752 Win=32017 Len=0
10699,10700,137.005884247,10.0.2.8,172.217.160.195,TLSv1.3,85,Application Data
10700,10701,137.006252959,172.217.160.195,10.0.2.8,TCP,60,443  >  54236 [ACK] Seq=2681 Ack=1030 Win=31739 Len=0
10701,10702,137.054134466,172.217.160.195,10.0.2.8,TCP,60,"443  >  54246 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
10702,10703,137.054156811,10.0.2.8,172.217.160.195,TCP,54,54246  >  443 [RST] Seq=1 Win=0 Len=0
10703,10704,137.057012976,172.217.160.195,10.0.2.8,TCP,60,"443  >  54248 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
10704,10705,137.057034018,10.0.2.8,172.217.160.195,TCP,54,54248  >  443 [RST] Seq=1 Win=0 Len=0
10705,10706,137.106119038,10.0.2.8,216.58.211.238,TLSv1.3,365,Application Data
10706,10707,137.140513723,10.0.2.8,199.232.194.133,TLSv1.2,433,Application Data
10707,10708,137.1576665,10.0.2.8,80.58.61.250,DNS,77,Standard query 0xebf7 A www.instagram.com
10708,10709,137.157692745,10.0.2.8,80.58.61.250,DNS,77,Standard query 0x56f2 AAAA www.instagram.com
10709,10710,137.160007039,10.0.2.8,80.58.61.250,DNS,78,Standard query 0xe593 A embed.playbuzz.com
10710,10711,137.160029893,10.0.2.8,80.58.61.250,DNS,78,Standard query 0xd396 AAAA embed.playbuzz.com
10711,10712,137.230369795,172.217.160.195,10.0.2.8,TLSv1.3,1514,"Server Hello, Change Cipher Spec"
10712,10713,137.23038466,10.0.2.8,172.217.160.195,TCP,54,54242  >  443 [ACK] Seq=518 Ack=1461 Win=62780 Len=0
10713,10714,137.231666563,172.217.160.195,10.0.2.8,TLSv1.3,1274,Application Data
10714,10715,137.231681539,10.0.2.8,172.217.160.195,TCP,54,54242  >  443 [ACK] Seq=518 Ack=2681 Win=62780 Len=0
10715,10716,137.232848987,199.232.194.133,10.0.2.8,TLSv1.2,638,Application Data
10716,10717,137.232886291,10.0.2.8,199.232.194.133,TCP,54,44938  >  443 [ACK] Seq=3896 Ack=292808 Win=65535 Len=0
10717,10718,137.237002483,10.0.2.8,172.217.160.195,TLSv1.3,118,"Change Cipher Spec, Application Data"
10718,10719,137.239158861,10.0.2.8,172.217.160.195,TLSv1.3,241,Application Data
10719,10720,137.239639756,172.217.160.195,10.0.2.8,TCP,60,443  >  54242 [ACK] Seq=2681 Ack=769 Win=32000 Len=0
10720,10721,137.24053787,10.0.2.8,172.217.160.195,TLSv1.3,172,Application Data
10721,10722,137.24086249,172.217.160.195,10.0.2.8,TLSv1.3,1484,"Server Hello, Change Cipher Spec"
10722,10723,137.240887053,10.0.2.8,172.217.160.195,TCP,54,54240  >  443 [ACK] Seq=518 Ack=1431 Win=62920 Len=0
10723,10724,137.241497215,10.0.2.8,13.224.113.129,TLSv1.2,85,Encrypted Alert
10724,10725,137.241536508,10.0.2.8,13.224.113.129,TCP,54,"52608  >  443 [FIN, ACK] Seq=1254 Ack=8547 Win=62780 Len=0"
10725,10726,137.241794011,10.0.2.8,151.101.132.133,TLSv1.2,85,Encrypted Alert
10726,10727,137.241843844,13.224.113.129,10.0.2.8,TCP,60,443  >  52608 [ACK] Seq=8547 Ack=1255 Win=31514 Len=0
10727,10728,137.241909215,172.217.160.195,10.0.2.8,TLSv1.3,1306,Application Data
10728,10729,137.241918583,10.0.2.8,172.217.160.195,TCP,54,54240  >  443 [ACK] Seq=518 Ack=2683 Win=62920 Len=0
10729,10730,137.242084776,10.0.2.8,151.101.132.133,TCP,54,"36254  >  443 [FIN, ACK] Seq=1423 Ack=122615 Win=65535 Len=0"
10730,10731,137.24235807600002,151.101.132.133,10.0.2.8,TCP,60,443  >  36254 [ACK] Seq=122615 Ack=1424 Win=31345 Len=0
10731,10732,137.242634573,10.0.2.8,151.101.132.133,TLSv1.2,85,Encrypted Alert
10732,10733,137.242658532,10.0.2.8,151.101.132.133,TCP,54,"36248  >  443 [FIN, ACK] Seq=1415 Ack=1022710 Win=65535 Len=0"
10733,10734,137.243537341,80.58.61.250,10.0.2.8,DNS,137,Standard query response 0xebf7 A www.instagram.com CNAME z-p42-instagram.c10r.facebook.com A 31.13.83.174
10734,10735,137.243537397,80.58.61.250,10.0.2.8,DNS,134,Standard query response 0xe593 A embed.playbuzz.com CNAME e2.shared.us-eu.fastly.net A 151.101.133.209
10735,10736,137.243836313,151.101.132.133,10.0.2.8,TCP,60,443  >  36248 [ACK] Seq=1022710 Ack=1416 Win=31353 Len=0
10736,10737,137.24462302,80.58.61.250,10.0.2.8,DNS,149,Standard query response 0x56f2 AAAA www.instagram.com CNAME z-p42-instagram.c10r.facebook.com AAAA 2a03:2880:f204:e5:face:b00c:0:4420
10737,10738,137.250789368,216.58.211.238,10.0.2.8,TLSv1.3,1514,Application Data
10738,10739,137.25215105,216.58.211.238,10.0.2.8,TLSv1.3,1514,Application Data [TCP segment of a reassembled PDU]
10739,10740,137.252151099,216.58.211.238,10.0.2.8,TLSv1.3,8814,"Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
10740,10741,137.252166617,10.0.2.8,216.58.211.238,TCP,54,49756  >  443 [ACK] Seq=6351 Ack=158373 Win=65535 Len=0
10741,10742,137.252195417,10.0.2.8,216.58.211.238,TCP,54,49756  >  443 [ACK] Seq=6351 Ack=167133 Win=65535 Len=0
10742,10743,137.252553808,216.58.211.238,10.0.2.8,TLSv1.3,804,"Application Data, Application Data"
10743,10744,137.255534139,216.58.211.238,10.0.2.8,TLSv1.3,1514,Application Data
10744,10745,137.255534262,80.58.61.250,10.0.2.8,DNS,176,Standard query response 0xd396 AAAA embed.playbuzz.com CNAME e2.shared.us-eu.fastly.net SOA ns1.fastly.net
10745,10746,137.255534305,216.58.211.238,10.0.2.8,TLSv1.3,17574,"Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
10746,10747,137.25555135,10.0.2.8,216.58.211.238,TCP,54,49756  >  443 [ACK] Seq=6351 Ack=169343 Win=65535 Len=0
10747,10748,137.255585564,10.0.2.8,216.58.211.238,TCP,54,49756  >  443 [ACK] Seq=6351 Ack=186863 Win=65535 Len=0
10748,10749,137.255895429,216.58.211.238,10.0.2.8,TLSv1.3,232,"Application Data, Application Data"
10749,10750,137.259133227,10.0.2.8,216.58.211.238,TLSv1.3,93,Application Data
10750,10751,137.259175832,10.0.2.8,172.217.160.195,TLSv1.3,85,Application Data
10751,10752,137.25970639,172.217.160.195,10.0.2.8,TCP,60,443  >  54236 [ACK] Seq=2681 Ack=1179 Win=31590 Len=0
10752,10753,137.25974136600001,10.0.2.8,172.217.160.195,TLSv1.3,118,"Change Cipher Spec, Application Data"
10753,10754,137.260417384,10.0.2.8,172.217.160.195,TLSv1.3,241,Application Data
10754,10755,137.260733722,172.217.160.195,10.0.2.8,TCP,60,443  >  54240 [ACK] Seq=2683 Ack=769 Win=32000 Len=0
10755,10756,137.260836581,10.0.2.8,31.13.83.174,TCP,74,56428  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1539971121 TSecr=0 WS=128
10756,10757,137.261031634,10.0.2.8,151.101.133.209,TCP,74,56098  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1017448514 TSecr=0 WS=128
10757,10758,137.262356029,10.0.2.8,172.217.160.195,TLSv1.3,172,Application Data
10758,10759,137.267409479,10.0.2.8,172.217.160.195,TLSv1.3,85,Application Data
10759,10760,137.267842398,172.217.160.195,10.0.2.8,TCP,60,443  >  54236 [ACK] Seq=2681 Ack=1328 Win=31441 Len=0
10760,10761,137.26818535200002,10.0.2.8,151.101.132.133,TLSv1.2,85,Encrypted Alert
10761,10762,137.268227189,10.0.2.8,151.101.132.133,TCP,54,"36250  >  443 [FIN, ACK] Seq=1831 Ack=172842 Win=65535 Len=0"
10762,10763,137.268540059,151.101.132.133,10.0.2.8,TCP,60,443  >  36250 [ACK] Seq=172842 Ack=1832 Win=32736 Len=0
10763,10764,137.287051045,172.217.160.195,10.0.2.8,TLSv1.3,1484,"Server Hello, Change Cipher Spec"
10764,10765,137.287074923,10.0.2.8,172.217.160.195,TCP,54,54244  >  443 [ACK] Seq=518 Ack=1431 Win=62920 Len=0
10765,10766,137.287281483,10.0.2.8,151.101.134.133,TLSv1.2,163,Application Data
10766,10767,137.288361379,172.217.160.195,10.0.2.8,TLSv1.3,1305,Application Data
10767,10768,137.288372801,10.0.2.8,172.217.160.195,TCP,54,54244  >  443 [ACK] Seq=518 Ack=2682 Win=62920 Len=0
10768,10769,137.293817429,10.0.2.8,172.217.160.195,TLSv1.3,118,"Change Cipher Spec, Application Data"
10769,10770,137.301074712,10.0.2.8,151.101.134.133,TLSv1.2,183,Application Data
10770,10771,137.301625819,151.101.134.133,10.0.2.8,TCP,60,443  >  60052 [ACK] Seq=1178526 Ack=6344 Win=32432 Len=0
10771,10772,137.301791233,10.0.2.8,172.217.160.195,TLSv1.3,241,Application Data
10772,10773,137.302089978,172.217.160.195,10.0.2.8,TCP,60,443  >  54244 [ACK] Seq=2682 Ack=769 Win=32000 Len=0
10773,10774,137.314704157,10.0.2.8,151.101.134.133,TLSv1.2,1398,Application Data
10774,10775,137.315131999,10.0.2.8,151.101.134.133,TLSv1.2,174,Application Data
10775,10776,137.332725017,13.224.113.129,10.0.2.8,TCP,60,"443  >  52608 [FIN, ACK] Seq=8547 Ack=1255 Win=31514 Len=0"
10776,10777,137.33276495299998,10.0.2.8,13.224.113.129,TCP,54,52608  >  443 [ACK] Seq=1255 Ack=8548 Win=62780 Len=0
10777,10778,137.33414251600001,151.101.132.133,10.0.2.8,TLSv1.2,85,Encrypted Alert
10778,10779,137.334142559,151.101.132.133,10.0.2.8,TLSv1.2,85,Encrypted Alert
10779,10780,137.334142599,151.101.132.133,10.0.2.8,TCP,60,"443  >  36254 [FIN, ACK] Seq=122646 Ack=1424 Win=31345 Len=0"
10780,10781,137.33416168,10.0.2.8,151.101.132.133,TCP,54,36248  >  443 [RST] Seq=1416 Win=0 Len=0
10781,10782,137.334181423,10.0.2.8,151.101.132.133,TCP,54,36254  >  443 [RST] Seq=1424 Win=0 Len=0
10782,10783,137.334195115,10.0.2.8,151.101.132.133,TCP,54,36254  >  443 [RST] Seq=1424 Win=0 Len=0
10783,10784,137.352133963,151.101.134.133,10.0.2.8,TCP,60,443  >  60052 [ACK] Seq=1178526 Ack=6464 Win=32312 Len=0
10784,10785,137.352134015,151.101.134.133,10.0.2.8,TCP,60,443  >  60102 [ACK] Seq=4415 Ack=2522 Win=32768 Len=0
10785,10786,137.35213405,216.58.211.238,10.0.2.8,TCP,60,443  >  49756 [ACK] Seq=187041 Ack=6390 Win=32729 Len=0
10786,10787,137.352509543,31.13.83.174,10.0.2.8,TCP,60,"443  >  56428 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
10787,10788,137.35250959299998,151.101.133.209,10.0.2.8,TCP,60,"443  >  56098 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
10788,10789,137.352528657,10.0.2.8,31.13.83.174,TCP,54,56428  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0
10789,10790,137.352563691,10.0.2.8,151.101.133.209,TCP,54,56098  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0
10790,10791,137.353906694,10.0.2.8,31.13.83.174,TLSv1.3,571,Client Hello
10791,10792,137.35532477799998,10.0.2.8,151.101.133.209,TLSv1.2,571,Client Hello
10792,10793,137.36309121600002,151.101.132.133,10.0.2.8,TLSv1.2,85,Encrypted Alert
10793,10794,137.363091275,151.101.132.133,10.0.2.8,TCP,60,"443  >  36250 [FIN, ACK] Seq=172873 Ack=1832 Win=32736 Len=0"
10794,10795,137.363107824,10.0.2.8,151.101.132.133,TCP,54,36250  >  443 [RST] Seq=1832 Win=0 Len=0
10795,10796,137.363121761,10.0.2.8,151.101.132.133,TCP,54,36250  >  443 [RST] Seq=1832 Win=0 Len=0
10796,10797,137.376083929,151.101.134.133,10.0.2.8,TCP,1514,443  >  60052 [ACK] Seq=1178526 Ack=6464 Win=32312 Len=1460 [TCP segment of a reassembled PDU]
10797,10798,137.376097662,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1179986 Win=65535 Len=0
10798,10799,137.376403956,151.101.134.133,10.0.2.8,TLSv1.2,872,Application Data
10799,10800,137.376410386,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1180804 Win=65535 Len=0
10800,10801,137.392022439,151.101.134.133,10.0.2.8,TCP,5894,443  >  60052 [ACK] Seq=1180804 Ack=6464 Win=32312 Len=5840 [TCP segment of a reassembled PDU]
10801,10802,137.392042313,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1186644 Win=65535 Len=0
10802,10803,137.392308168,151.101.134.133,10.0.2.8,TCP,874,"443  >  60052 [PSH, ACK] Seq=1186644 Ack=6464 Win=32312 Len=820 [TCP segment of a reassembled PDU]"
10803,10804,137.392313624,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1187464 Win=65535 Len=0
10804,10805,137.395252734,151.101.134.133,10.0.2.8,TLSv1.2,21954,Application Data [TCP segment of a reassembled PDU]
10805,10806,137.395272673,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1209364 Win=65535 Len=0
10806,10807,137.395428369,151.101.134.133,10.0.2.8,TCP,1514,443  >  60052 [ACK] Seq=1209364 Ack=6464 Win=32312 Len=1460 [TCP segment of a reassembled PDU]
10807,10808,137.39543219700002,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1210824 Win=65535 Len=0
10808,10809,137.395733892,151.101.134.133,10.0.2.8,TCP,670,"443  >  60052 [PSH, ACK] Seq=1210824 Ack=6464 Win=32312 Len=616 [TCP segment of a reassembled PDU]"
10809,10810,137.395737935,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1211440 Win=65535 Len=0
10810,10811,137.396482165,151.101.134.133,10.0.2.8,TCP,1514,443  >  60052 [ACK] Seq=1211440 Ack=6464 Win=32312 Len=1460 [TCP segment of a reassembled PDU]
10811,10812,137.396488829,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1212900 Win=65535 Len=0
10812,10813,137.396743368,151.101.134.133,10.0.2.8,TLSv1.2,1258,Application Data [TCP segment of a reassembled PDU]
10813,10814,137.396748546,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1214104 Win=65535 Len=0
10814,10815,137.397579358,151.101.134.133,10.0.2.8,TCP,8814,443  >  60052 [ACK] Seq=1214104 Ack=6464 Win=32312 Len=8760 [TCP segment of a reassembled PDU]
10815,10816,137.397610147,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1222864 Win=65535 Len=0
10816,10817,137.39788401200002,151.101.134.133,10.0.2.8,TCP,618,"443  >  60052 [PSH, ACK] Seq=1222864 Ack=6464 Win=32312 Len=564 [TCP segment of a reassembled PDU]"
10817,10818,137.397891076,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1223428 Win=65535 Len=0
10818,10819,137.398974068,151.101.134.133,10.0.2.8,TCP,5894,443  >  60052 [ACK] Seq=1223428 Ack=6464 Win=32312 Len=5840 [TCP segment of a reassembled PDU]
10819,10820,137.398986301,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1229268 Win=65535 Len=0
10820,10821,137.399255418,151.101.134.133,10.0.2.8,TLSv1.2,874,Application Data [TCP segment of a reassembled PDU]
10821,10822,137.399260788,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1230088 Win=65535 Len=0
10822,10823,137.400567859,151.101.134.133,10.0.2.8,TCP,7354,443  >  60052 [ACK] Seq=1230088 Ack=6464 Win=32312 Len=7300 [TCP segment of a reassembled PDU]
10823,10824,137.40059191,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1237388 Win=65535 Len=0
10824,10825,137.401107908,151.101.134.133,10.0.2.8,TCP,746,"443  >  60052 [PSH, ACK] Seq=1237388 Ack=6464 Win=32312 Len=692 [TCP segment of a reassembled PDU]"
10825,10826,137.401117477,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1238080 Win=65535 Len=0
10826,10827,137.40193147,151.101.134.133,10.0.2.8,TCP,4434,443  >  60052 [ACK] Seq=1238080 Ack=6464 Win=32312 Len=4380 [TCP segment of a reassembled PDU]
10827,10828,137.401937247,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1242460 Win=65535 Len=0
10828,10829,137.402228841,151.101.134.133,10.0.2.8,TLSv1.2,1325,Application Data
10829,10830,137.402272997,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1243731 Win=65535 Len=0
10830,10831,137.410750823,151.101.134.133,10.0.2.8,TCP,7354,443  >  60052 [ACK] Seq=1243731 Ack=6464 Win=32312 Len=7300 [TCP segment of a reassembled PDU]
10831,10832,137.410990008,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1251031 Win=65535 Len=0
10832,10833,137.411330214,151.101.134.133,10.0.2.8,TCP,746,"443  >  60052 [PSH, ACK] Seq=1251031 Ack=6464 Win=32312 Len=692 [TCP segment of a reassembled PDU]"
10833,10834,137.411375828,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1251723 Win=65535 Len=0
10834,10835,137.434457544,151.101.134.133,10.0.2.8,TLSv1.2,236,Application Data
10835,10836,137.434472647,10.0.2.8,151.101.134.133,TCP,54,60102  >  443 [ACK] Seq=2522 Ack=4597 Win=62780 Len=0
10836,10837,137.436495793,151.101.134.133,10.0.2.8,TCP,1386,"443  >  60052 [PSH, ACK] Seq=1251723 Ack=6464 Win=32312 Len=1332 [TCP segment of a reassembled PDU]"
10837,10838,137.436610489,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1253055 Win=65535 Len=0
10838,10839,137.45475012100002,31.13.83.174,10.0.2.8,TLSv1.3,2974,"Server Hello, Change Cipher Spec, Application Data, Application Data"
10839,10840,137.454771152,10.0.2.8,31.13.83.174,TCP,54,56428  >  443 [ACK] Seq=518 Ack=2921 Win=62780 Len=0
10840,10841,137.455740959,31.13.83.174,10.0.2.8,TLSv1.3,525,Application Data
10841,10842,137.455752146,10.0.2.8,31.13.83.174,TCP,54,56428  >  443 [ACK] Seq=518 Ack=3392 Win=62780 Len=0
10842,10843,137.455837868,151.101.133.209,10.0.2.8,TLSv1.2,2974,Server Hello
10843,10844,137.455866513,10.0.2.8,151.101.133.209,TCP,54,56098  >  443 [ACK] Seq=518 Ack=2921 Win=62780 Len=0
10844,10845,137.45606308200001,151.101.133.209,10.0.2.8,TLSv1.2,2974,Certificate [TCP segment of a reassembled PDU]
10845,10846,137.45606946799998,10.0.2.8,151.101.133.209,TCP,54,56098  >  443 [ACK] Seq=518 Ack=5841 Win=61320 Len=0
10846,10847,137.456361439,151.101.133.209,10.0.2.8,TLSv1.2,1108,"Certificate Status, Server Key Exchange, Server Hello Done"
10847,10848,137.45639777600002,10.0.2.8,151.101.133.209,TCP,54,56098  >  443 [ACK] Seq=518 Ack=6895 Win=60266 Len=0
10848,10849,137.46095636299998,10.0.2.8,151.101.133.209,TLSv1.2,147,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
10849,10850,137.46177165,10.0.2.8,93.184.220.29,OCSP,425,Request
10850,10851,137.465229841,10.0.2.8,151.101.133.209,TLSv1.2,231,Application Data
10851,10852,137.465268533,10.0.2.8,151.101.133.209,TLSv1.2,284,Application Data
10852,10853,137.46563586899998,151.101.133.209,10.0.2.8,TCP,60,443  >  56098 [ACK] Seq=6895 Ack=788 Win=31981 Len=0
10853,10854,137.473018351,151.101.134.133,10.0.2.8,TCP,1386,"443  >  60052 [PSH, ACK] Seq=1253055 Ack=6464 Win=32312 Len=1332 [TCP segment of a reassembled PDU]"
10854,10855,137.48710096899998,151.101.134.133,10.0.2.8,TCP,1514,443  >  60052 [ACK] Seq=1254387 Ack=6464 Win=32312 Len=1460 [TCP segment of a reassembled PDU]
10855,10856,137.487116309,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1255847 Win=65535 Len=0
10856,10857,137.48746925700001,151.101.134.133,10.0.2.8,TCP,1258,"443  >  60052 [PSH, ACK] Seq=1255847 Ack=6464 Win=32312 Len=1204 [TCP segment of a reassembled PDU]"
10857,10858,137.48752553,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1257051 Win=65535 Len=0
10858,10859,137.489426421,151.101.134.133,10.0.2.8,TLSv1.2,14654,Application Data [TCP segment of a reassembled PDU]
10859,10860,137.48967891,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1271651 Win=65535 Len=0
10860,10861,137.490111731,151.101.134.133,10.0.2.8,TCP,1438,"443  >  60052 [PSH, ACK] Seq=1271651 Ack=6464 Win=32312 Len=1384 [TCP segment of a reassembled PDU]"
10861,10862,137.49013840799998,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1273035 Win=65535 Len=0
10862,10863,137.49551417,151.101.134.133,10.0.2.8,TCP,1514,443  >  60052 [ACK] Seq=1273035 Ack=6464 Win=32312 Len=1460 [TCP segment of a reassembled PDU]
10863,10864,137.499930475,151.101.134.133,10.0.2.8,TCP,1514,"443  >  60052 [PSH, ACK] Seq=1274495 Ack=6464 Win=32312 Len=1460 [TCP segment of a reassembled PDU]"
10864,10865,137.499930551,151.101.134.133,10.0.2.8,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU]
10865,10866,137.499950551,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1275955 Win=65535 Len=0
10866,10867,137.502473775,151.101.134.133,10.0.2.8,TCP,1514,"443  >  60052 [PSH, ACK] Seq=1277415 Ack=6464 Win=32312 Len=1460 [TCP segment of a reassembled PDU]"
10867,10868,137.50247393,151.101.134.133,10.0.2.8,TCP,4434,443  >  60052 [ACK] Seq=1278875 Ack=6464 Win=32312 Len=4380 [TCP segment of a reassembled PDU]
10868,10869,137.50249173,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1278875 Win=65535 Len=0
10869,10870,137.503276814,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1283255 Win=65535 Len=0
10870,10871,137.503589245,151.101.134.133,10.0.2.8,TCP,490,"443  >  60052 [PSH, ACK] Seq=1283255 Ack=6464 Win=32312 Len=436 [TCP segment of a reassembled PDU]"
10871,10872,137.503657612,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1283691 Win=65535 Len=0
10872,10873,137.505926076,151.101.134.133,10.0.2.8,TCP,1514,443  >  60052 [ACK] Seq=1283691 Ack=6464 Win=32312 Len=1460 [TCP segment of a reassembled PDU]
10873,10874,137.506976609,172.217.160.195,10.0.2.8,TLSv1.3,634,"Application Data, Application Data"
10874,10875,137.50698646,10.0.2.8,172.217.160.195,TCP,54,54236  >  443 [ACK] Seq=1328 Ack=3261 Win=62780 Len=0
10875,10876,137.50738712,10.0.2.8,172.217.160.195,TLSv1.3,85,Application Data
10876,10877,137.508187797,151.101.134.133,10.0.2.8,TCP,1514,"443  >  60052 [PSH, ACK] Seq=1285151 Ack=6464 Win=32312 Len=1460 [TCP segment of a reassembled PDU]"
10877,10878,137.508187841,172.217.160.195,10.0.2.8,TLSv1.3,85,Application Data
10878,10879,137.508187877,151.101.134.133,10.0.2.8,TCP,1514,443  >  60052 [ACK] Seq=1286611 Ack=6464 Win=32312 Len=1460 [TCP segment of a reassembled PDU]
10879,10880,137.508197145,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1286611 Win=65535 Len=0
10880,10881,137.50823518200002,10.0.2.8,172.217.160.195,TCP,54,54236  >  443 [ACK] Seq=1359 Ack=3292 Win=62780 Len=0
10881,10882,137.510692991,151.101.134.133,10.0.2.8,TCP,1514,"443  >  60052 [PSH, ACK] Seq=1288071 Ack=6464 Win=32312 Len=1460 [TCP segment of a reassembled PDU]"
10882,10883,137.510693032,151.101.134.133,10.0.2.8,TCP,1514,443  >  60052 [ACK] Seq=1289531 Ack=6464 Win=32312 Len=1460 [TCP segment of a reassembled PDU]
10883,10884,137.510730979,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1289531 Win=65535 Len=0
10884,10885,137.512624565,151.101.134.133,10.0.2.8,TCP,1514,"443  >  60052 [PSH, ACK] Seq=1290991 Ack=6464 Win=32312 Len=1460 [TCP segment of a reassembled PDU]"
10885,10886,137.512624609,151.101.134.133,10.0.2.8,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU]
10886,10887,137.51263608899998,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1292451 Win=65535 Len=0
10887,10888,137.515669509,151.101.134.133,10.0.2.8,TCP,1514,"443  >  60052 [PSH, ACK] Seq=1293911 Ack=6464 Win=32312 Len=1460 [TCP segment of a reassembled PDU]"
10888,10889,137.515669557,151.101.134.133,10.0.2.8,TCP,1514,443  >  60052 [ACK] Seq=1295371 Ack=6464 Win=32312 Len=1460 [TCP segment of a reassembled PDU]
10889,10890,137.515684106,10.0.2.8,151.101.134.133,TCP,54,60052  >  443 [ACK] Seq=6464 Ack=1295371 Win=65535 Len=0
10890,10891,137.517781907,151.101.134.133,10.0.2.8,TCP,1514,"443  >  60052 [PSH, ACK] Seq=1296831 Ack=6464 Win=32312 Len=1460 [TCP segment of a reassembled PDU]"
