;Plugin ID;CVE;CVSS;Risk;Host;Protocol;Port;Name;Synopsis;Description;Solution;See Also;Plugin Output;STIG Severity;CVSS v3.0 Base Score;CVSS Temporal Score;CVSS v3.0 Temporal Score;Risk Factor;BID;XREF;MSKB;Plugin Publication Date;Plugin Modification Date;Metasploit;Core Impact;CANVAS
933;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
934;UUID : 367abb81-9844-35f1-ad32-98f038001003; version 2.0;;;;;;;;;;;;;;;;;;;;;;;;
935;Description : Service Control Manager;;;;;;;;;;;;;;;;;;;;;;;;;
936;Windows process : svchost.exe;;;;;;;;;;;;;;;;;;;;;;;;;
937;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
938;TCP Port : 49155;;;;;;;;;;;;;;;;;;;;;;;;;
939;IP : 10.0.2.5;;;;;;;;;;;;;;;;;;;;;;;;;
940;;;;;;;;;;;;;;;;;;;;;;;;;;
941;;,;,;"None""";;;;26/08/2001;22/01/2020;;;;;;;;;;;;;;;;;
942;10736;;;None;10.0.2.5;tcp;49156;DCE Services Enumeration;A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper;;;;;;;;;;;;;;;;
943;PIPE) it was possible to enumerate the Distributed Computing;;;;;;;;;;;;;;;;;;;;;;;;;
944;Environment (DCE) services running on the remote port. Using this;;;;;;;;;;;;;;;;;;;;;;;;;
945;information it is possible to connect and bind to each service by;;;;;;;;;;;;;;;;;;;;;;;;;
946;"sending an RPC request to the remote port/pipe.""";;;;;;;;;;;;;;;;;;;;;;;;;
947;The following DCERPC services are available on TCP port 49156 :;;;;;;;;;;;;;;;;;;;;;;;;;
948;;;;;;;;;;;;;;;;;;;;;;;;;;
949;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
950;UUID : 6b5bdd1e-528c-422c-af8c-a4079be4fe48; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
951;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
952;Annotation : Remote Fw APIs;;;;;;;;;;;;;;;;;;;;;;;;;
953;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
954;TCP Port : 49156;;;;;;;;;;;;;;;;;;;;;;;;;
955;IP : 10.0.2.5;;;;;;;;;;;;;;;;;;;;;;;;;
956;;;;;;;;;;;;;;;;;;;;;;;;;;
957;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
958;UUID : 12345678-1234-abcd-ef00-0123456789ab; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
959;Description : IPsec Services (Windows XP & 2003);;;;;;;;;;;;;;;;;;;;;;;;;
960;Windows process : lsass.exe;;;;;;;;;;;;;;;;;;;;;;;;;
961;Annotation : IPSec Policy agent endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
962;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
963;TCP Port : 49156;;;;;;;;;;;;;;;;;;;;;;;;;
964;IP : 10.0.2.5;;;;;;;;;;;;;;;;;;;;;;;;;
965;;;;;;;;;;;;;;;;;;;;;;;;;;
966;;,;,;"None""";;;;26/08/2001;22/01/2020;;;;;;;;;;;;;;;;;
967;10736;;;None;10.0.2.5;tcp;49157;DCE Services Enumeration;A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper;;;;;;;;;;;;;;;;
968;PIPE) it was possible to enumerate the Distributed Computing;;;;;;;;;;;;;;;;;;;;;;;;;
969;Environment (DCE) services running on the remote port. Using this;;;;;;;;;;;;;;;;;;;;;;;;;
970;information it is possible to connect and bind to each service by;;;;;;;;;;;;;;;;;;;;;;;;;
971;"sending an RPC request to the remote port/pipe.""";;;;;;;;;;;;;;;;;;;;;;;;;
972;The following DCERPC services are available on TCP port 49157 :;;;;;;;;;;;;;;;;;;;;;;;;;
973;;;;;;;;;;;;;;;;;;;;;;;;;;
974;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
975;UUID : 12345778-1234-abcd-ef00-0123456789ac; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
976;Description : Security Account Manager;;;;;;;;;;;;;;;;;;;;;;;;;
977;Windows process : lsass.exe;;;;;;;;;;;;;;;;;;;;;;;;;
978;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
979;TCP Port : 49157;;;;;;;;;;;;;;;;;;;;;;;;;
980;IP : 10.0.2.5;;;;;;;;;;;;;;;;;;;;;;;;;
981;;;;;;;;;;;;;;;;;;;;;;;;;;
982;;,;,;"None""";;;;26/08/2001;22/01/2020;;;;;;;;;;;;;;;;;
983;10785;;;None;10.0.2.5;tcp;445;Microsoft Windows SMB NativeLanManager Remote System Information Disclosure;It was possible to obtain information about the remote operating;;;;;;;;;;;;;;;;;
984;"system.""";Nessus was able to obtain the remote operating system name and version;;;;;;;;;;;;;;;;;;;;;;;;
985;(Windows and/or Samba) by sending an authentication request to port;;;;;;;;;;;;;;;;;;;;;;;;;
986;139 or 445. Note that this plugin requires SMB1 to be enabled on the;;;;;;;;;;;;;;;;;;;;;;;;;
987;"host.""";;;The remote Operating System is : Windows 7 Professional 7601 Service Pack 1;;;;;;;;;;;;;;;;;;;;;;
988;The remote native LAN manager is : Windows 7 Professional 6.1;;;;;;;;;;;;;;;;;;;;;;;;;
989;The remote SMB Domain Name is : EMPRESA;;;;;;;;;;;;;;;;;;;;;;;;;
990;;,;,;"None""";;;;17/10/2001;22/01/2020;;;;;;;;;;;;;;;;;
991;10863;;;None;10.0.2.5;tcp;3389;SSL Certificate Information;This plugin displays the SSL certificate.;This plugin connects to every SSL-related port and attempts to ;;;;;;;;;;;;;;;;
992;"extract and dump the X.509 certificate.""";;;Subject Name: ;;;;;;;;;;;;;;;;;;;;;;
993;;;;;;;;;;;;;;;;;;;;;;;;;;
994;Common Name: HETEAM.empresa.local;;;;;;;;;;;;;;;;;;;;;;;;;
995;;;;;;;;;;;;;;;;;;;;;;;;;;
996;Issuer Name: ;;;;;;;;;;;;;;;;;;;;;;;;;
997;;;;;;;;;;;;;;;;;;;;;;;;;;
998;Common Name: HETEAM.empresa.local;;;;;;;;;;;;;;;;;;;;;;;;;
999;;;;;;;;;;;;;;;;;;;;;;;;;;
1000;Serial Number: 79 42 02 D6 0B 6E 88 BA 41 C3 53 D2 46 53 8A C8 ;;;;;;;;;;;;;;;;;;;;;;;;;
1001;;;;;;;;;;;;;;;;;;;;;;;;;;
1002;Version: 3;;;;;;;;;;;;;;;;;;;;;;;;;
1003;;;;;;;;;;;;;;;;;;;;;;;;;;
1004;Signature Algorithm: SHA-1 With RSA Encryption;;;;;;;;;;;;;;;;;;;;;;;;;
1005;;;;;;;;;;;;;;;;;;;;;;;;;;
1006;Not Valid Before: Feb 06 11:56:36 2020 GMT;;;;;;;;;;;;;;;;;;;;;;;;;
1007;Not Valid After: Aug 07 11:56:36 2020 GMT;;;;;;;;;;;;;;;;;;;;;;;;;
1008;;;;;;;;;;;;;;;;;;;;;;;;;;
1009;Public Key Info: ;;;;;;;;;;;;;;;;;;;;;;;;;
1010;;;;;;;;;;;;;;;;;;;;;;;;;;
1011;Algorithm: RSA Encryption;;;;;;;;;;;;;;;;;;;;;;;;;
1012;Key Length: 2048 bits;;;;;;;;;;;;;;;;;;;;;;;;;
1013;Public Key: 00 B8 67 27 FB A6 51 AD 29 98 72 04 F8 28 6A 46 18 32 17 F8 ;;;;;;;;;;;;;;;;;;;;;;;;;
1014;            CE E8 98 03 3C 1F 3F 5A 06 5C 5C 8E A4 64 38 F9 D0 FC C7 FC ;;;;;;;;;;;;;;;;;;;;;;;;;
1015;            FA C5 60 93 35 61 39 48 6E 96 FB AB 8A 74 FF DE 4C DA 3A 34 ;;;;;;;;;;;;;;;;;;;;;;;;;
1016;            15 AA EE 28 9D 00 92 0D B4 9A F6 23 1C 35 97 F2 54 9C 82 CB ;;;;;;;;;;;;;;;;;;;;;;;;;
1017;            07 E4 AD AB 1A AA 82 D4 D6 7F D6 31 15 99 3D 67 EE E1 BF 7F ;;;;;;;;;;;;;;;;;;;;;;;;;
1018;            33 DA 73 5B CF B5 EE D5 31 5C E4 A6 16 43 FC F3 C4 74 B0 82 ;;;;;;;;;;;;;;;;;;;;;;;;;
1019;            6E BE 7C 19 9D 2E 26 B9 94 61 AB 25 7F C2 D2 4F 77 04 36 E9 ;;;;;;;;;;;;;;;;;;;;;;;;;
1020;            41 58 BC 71 EC 19 47 7C DD 2D 2A 18 13 1E 21 58 70 29 F2 DB ;;;;;;;;;;;;;;;;;;;;;;;;;
1021;            08 6D AE 91 43 81 43 13 16 09 60 8E D4 1E C0 9B 72 64 01 25 ;;;;;;;;;;;;;;;;;;;;;;;;;
1022;            6B D3 86 10 F6 70 A5 8F EC D7 64 A9 68 14 98 81 87 BD A1 22 ;;;;;;;;;;;;;;;;;;;;;;;;;
1023;            D0 50 5C 38 12 28 85 2C 0B 35 80 C7 92 9C E7 66 7F 3F 34 DB ;;;;;;;;;;;;;;;;;;;;;;;;;
1024;            53 A7 40 36 15 C0 E2 8D 3A 48 A9 96 F1 AF A3 64 30 E7 BE F0 ;;;;;;;;;;;;;;;;;;;;;;;;;
1025;            57 D2 A2 97 CF 89 39 90 87 28 CE 22 FC 4E E9 1B 17 ;;;;;;;;;;;;;;;;;;;;;;;;;
1026;Exponent: 01 00 01 ;;;;;;;;;;;;;;;;;;;;;;;;;
1027;;;;;;;;;;;;;;;;;;;;;;;;;;
1028;Signature Length: 256 bytes / 2048 bits;;;;;;;;;;;;;;;;;;;;;;;;;
1029;Signature: 00 1E A1 14 F9 FC 7E 09 A6 F4 8F 28 87 E3 C3 94 6D 3E 6F BC ;;;;;;;;;;;;;;;;;;;;;;;;;
1030;           53 37 1A C2 40 E0 F5 06 3A 5C FA 25 C3 4B 80 80 0F 44 11 CA ;;;;;;;;;;;;;;;;;;;;;;;;;
1031;           6C F5 0F E0 08 12 DE BB 3F FC FD C6 4D 7B 4A E1 3D 19 6D 01 ;;;;;;;;;;;;;;;;;;;;;;;;;
1032;           50 F2 D1 2B 00 10 A8 59 16 95 F5 DD 11 F1 B9 3C 5B D2 7A 42 ;;;;;;;;;;;;;;;;;;;;;;;;;
1033;           FD 95 33 FC 41 0B 8A A3 50 46 2C 0E D5 98 B2 37 13 F4 70 65 ;;;;;;;;;;;;;;;;;;;;;;;;;
1034;           37 98 5F C5 F9 04 EC 3D 27 03 78 8A 81 40 41 A7 89 27 38 38 ;;;;;;;;;;;;;;;;;;;;;;;;;
1035;           F1 2C 16 94 37 42 BE BB DB 53 2D EB 9E 95 D4 37 E2 BA A9 29 ;;;;;;;;;;;;;;;;;;;;;;;;;
1036;           C9 EE 8E 90 13 00 F4 5B F0 A2 40 B2 8D C4 6D A7 76 FE EE BE ;;;;;;;;;;;;;;;;;;;;;;;;;
1037;           9C FD 46 1F 46 AA 34 28 B8 98 64 1B DF 58 AD FD C0 9D 5B 5B ;;;;;;;;;;;;;;;;;;;;;;;;;
1038;           59 AC 22 E6 B4 48 97 9D 33 C0 5E 59 A0 50 C9 5A C3 0B 53 54 ;;;;;;;;;;;;;;;;;;;;;;;;;
1039;           14 06 5E 55 83 B0 C8 34 E4 D9 A7 0B 1B D5 57 76 E0 E8 71 6A ;;;;;;;;;;;;;;;;;;;;;;;;;
1040;           21 C2 BB EF 60 8C 95 CD A8 C8 40 FD 7D 35 F5 61 E3 1E 9C CA ;;;;;;;;;;;;;;;;;;;;;;;;;
1041;           9C 5F 2C C7 20 46 A0 67 A8 15 17 A3 20 5B B0 A3 C2 ;;;;;;;;;;;;;;;;;;;;;;;;;
1042;;;;;;;;;;;;;;;;;;;;;;;;;;
1043;Extension: Extended Key Usage (2.5.29.37);;;;;;;;;;;;;;;;;;;;;;;;;
1044;Critical: 0;;;;;;;;;;;;;;;;;;;;;;;;;
1045;Purpose#1: Web Server Authentication (1.3.6.1.5.5.7.3.1);;;;;;;;;;;;;;;;;;;;;;;;;
1046;;;;;;;;;;;;;;;;;;;;;;;;;;
1047;;;;;;;;;;;;;;;;;;;;;;;;;;
1048;Extension: Key Usage (2.5.29.15);;;;;;;;;;;;;;;;;;;;;;;;;
1049;Critical: 0;;;;;;;;;;;;;;;;;;;;;;;;;
1050;Key Usage: Key Encipherment; Data Encipherment;;;;;;;;;;;;;;;;;;;;;;;;
1051;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;;;;;;;;;;;;;;;;;;;;;;;;;;
1053;Fingerprints : ;;;;;;;;;;;;;;;;;;;;;;;;;
1054;;;;;;;;;;;;;;;;;;;;;;;;;;
1055;SHA-256 Fingerprint: B7 1D A2 B6 57 18 3E D1 B3 9C 2D DF 93 10 FA B4 D3 0A FC 20 ;;;;;;;;;;;;;;;;;;;;;;;;;
1056;                     F9 0F 9B EE AE 3C E5 DF 54 9E BA A9 ;;;;;;;;;;;;;;;;;;;;;;;;;
1057;SHA-1 Fingerprint: F4 3D AD AB 9C 3B 83 D3 10 83 43 68 7E B8 F4 2E 6E CE 0A 5E ;;;;;;;;;;;;;;;;;;;;;;;;;
1058;MD5 Fingerprint: 73 B1 7D 26 34 9A 4F 24 CE F4 7E 52 23 06 01 71 ;;;;;;;;;;;;;;;;;;;;;;;;;
1059;;;;;;;;;;;;;;;;;;;;;;;;;;
1060;;;;;;;;;;;;;;;;;;;;;;;;;;
1061;PEM certificate : ;;;;;;;;;;;;;;;;;;;;;;;;;
1062;;;;;;;;;;;;;;;;;;;;;;;;;;
1063;-----BEGIN CERTIFICATE-----;;;;;;;;;;;;;;;;;;;;;;;;;
1064;MIIC7DCCAdSgAwIBAgIQeUIC1gtuiLpBw1PSRlOKyDANBgkqhkiG9w0BAQUFADAfMR0wGwYDVQQDExRIRVRFQU0uZW1wcmVzYS5sb2NhbDAeFw0yMDAyMDYxMTU2MzZaFw0yMDA4MDcxMTU2MzZaMB8xHTAbBgNVBAMTFEhFVEVBTS5lbXByZXNhLmxvY2FsMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAuGcn+6ZRrSmYcgT4KGpGGDIX+M7omAM8Hz9aBlxcjqRkOPnQ/Mf8+sVgkzVhOUhulvurinT/3kzaOjQVqu4onQCSDbSa9iMcNZfyVJyCywfkrasaqoLU1n/WMRWZPWfu4b9/M9pzW8+17tUxXOSmFkP888R0sIJuvnwZnS4muZRhqyV/wtJPdwQ26UFYvHHsGUd83S0qGBMeIVhwKfLbCG2ukUOBQxMWCWCO1B7Am3JkASVr04YQ9nClj+zXZKloFJiBh72hItBQXDgSKIUsCzWAx5Kc52Z/PzTbU6dANhXA4o06SKmW8a+jZDDnvvBX0qKXz4k5kIcoziL8TukbFwIDAQABoyQwIjATBgNVHSUEDDAKBggrBgEFBQcDATALBgNVHQ8EBAMCBDAwDQYJKoZIhvcNAQEFBQADggEBAB6hFPn8fgmm9I8oh+PDlG0+b7xTNxrCQOD1Bjpc+iXDS4CAD0QRymz1D+AIEt67P/z9xk17SuE9GW0BUPLRKwAQqFkWlfXdEfG5PFvSekL9lTP8QQuKo1BGLA7VmLI3E/RwZTeYX8X5BOw9JwN4ioFAQaeJJzg48SwWlDdCvrvbUy3rnpXUN+K6qSnJ7o6QEwD0W/CiQLKNxG2ndv7uvpz9Rh9GqjQouJhkG99Yrf3AnVtbWawi5rRIl50zwF5ZoFDJWsMLU1QUBl5Vg7DINOTZpwsb1Vd24OhxaiHCu+9gjJXNqMhA/X019WHjHpzKnF8sxyBGoGeoFRejIFuwo8I=;;;;;;;;;;;;;;;;;;;;;;;;;
1065;"-----END CERTIFICATE-----""";;;;;None;;;;19/05/2008;17/06/2020;;;;;;;;;;;;;;;
1066;10940;;;None;10.0.2.5;tcp;3389;Windows Terminal Services Enabled;The remote Windows host has Terminal Services enabled.;Terminal Services allows a Windows user to remotely obtain a graphical;;;;;;;;;;;;;;;;
1067;login (and therefore act as a local user on the remote host).;;;;;;;;;;;;;;;;;;;;;;;;;
1068;;;;;;;;;;;;;;;;;;;;;;;;;;
1069;If an attacker gains a valid login and password; this service could be;;;;;;;;;;;;;;;;;;;;;;;;
1070;used to gain further access on the remote host.  An attacker may also;;;;;;;;;;;;;;;;;;;;;;;;;
1071;use this service to mount a dictionary attack against the remote host;;;;;;;;;;;;;;;;;;;;;;;;;
1072;to try to log in remotely.;;;;;;;;;;;;;;;;;;;;;;;;;
1073;;;;;;;;;;;;;;;;;;;;;;;;;;
1074;Note that RDP (the Remote Desktop Protocol) is vulnerable to;;;;;;;;;;;;;;;;;;;;;;;;;
1075;Man-in-the-middle attacks; making it easy for attackers to steal the;;;;;;;;;;;;;;;;;;;;;;;;
1076;"credentials of legitimate users by impersonating the Windows server.""";Disable Terminal Services if you do not use it, and do not allow this;;;;;;;;;;;;;;;;;;;;;;;;
1077;"service to run across the Internet.""";;;;;;;None;;;;20/04/2002;05/03/2020;;;;;;;;;;;;;
1078;11011;;;None;10.0.2.5;tcp;139;Microsoft Windows SMB Service Detection;A file / print sharing service is listening on the remote host.;The remote service understands the CIFS (Common Internet File System);;;;;;;;;;;;;;;;
1079;or Server Message Block (SMB) protocol; used to provide shared access;;;;;;;;;;;;;;;;;;;;;;;;
1080;to files; printers;" etc between nodes on a network.""";;;;;;;;;;;;;;;;;;;;;;;
1081;An SMB server is running on this port.;;;;;;;;;;;;;;;;;;;;;;;;;
1082;;,;,;"None""";;;;05/06/2002;22/01/2020;;;;;;;;;;;;;;;;;
1083;11011;;;None;10.0.2.5;tcp;445;Microsoft Windows SMB Service Detection;A file / print sharing service is listening on the remote host.;The remote service understands the CIFS (Common Internet File System);;;;;;;;;;;;;;;;
1084;or Server Message Block (SMB) protocol; used to provide shared access;;;;;;;;;;;;;;;;;;;;;;;;
1085;to files; printers;" etc between nodes on a network.""";;;;;;;;;;;;;;;;;;;;;;;
1086;A CIFS server is running on this port.;;;;;;;;;;;;;;;;;;;;;;;;;
1087;;,;,;"None""";;;;05/06/2002;22/01/2020;;;;;;;;;;;;;;;;;
1088;11153;;;None;10.0.2.5;tcp;2869;Service Detection (HELP Request);The remote service could be identified.;It was possible to identify the remote service by its banner or by;;;;;;;;;;;;;;;;
1089;looking at the error message it sends when it receives a 'HELP';;;;;;;;;;;;;;;;;;;;;;;;;
1090;"request.""";;;A web server seems to be running on this port.;;;;;None;;;;18/11/2002;26/11/2018;;;;;;;;;;;;
1091;11219;;;None;10.0.2.5;tcp;135;Nessus SYN scanner;It is possible to determine which TCP ports are open.;This plugin is a SYN 'half-open' port scanner.  It shall be reasonably;;;;;;;;;;;;;;;;
1092;quick even against a firewalled target. ;;;;;;;;;;;;;;;;;;;;;;;;;
1093;;;;;;;;;;;;;;;;;;;;;;;;;;
1094;Note that SYN scans are less intrusive than TCP (full connect) scans;;;;;;;;;;;;;;;;;;;;;;;;;
1095;against broken services; but they might cause problems for less robust;;;;;;;;;;;;;;;;;;;;;;;;
1096;firewalls and also leave unclosed connections on the remote target; if;;;;;;;;;;;;;;;;;;;;;;;;
1097;"the network is loaded.""";Protect your target with an IP filter.;;Port 135/tcp was found to be open;;;;;None;;;;04/02/2009;12/06/2020;;;;;;;;;;;;
1098;11219;;;None;10.0.2.5;tcp;139;Nessus SYN scanner;It is possible to determine which TCP ports are open.;This plugin is a SYN 'half-open' port scanner.  It shall be reasonably;;;;;;;;;;;;;;;;
1099;quick even against a firewalled target. ;;;;;;;;;;;;;;;;;;;;;;;;;
1100;;;;;;;;;;;;;;;;;;;;;;;;;;
1101;Note that SYN scans are less intrusive than TCP (full connect) scans;;;;;;;;;;;;;;;;;;;;;;;;;
1102;against broken services; but they might cause problems for less robust;;;;;;;;;;;;;;;;;;;;;;;;
1103;firewalls and also leave unclosed connections on the remote target; if;;;;;;;;;;;;;;;;;;;;;;;;
1104;"the network is loaded.""";Protect your target with an IP filter.;;Port 139/tcp was found to be open;;;;;None;;;;04/02/2009;12/06/2020;;;;;;;;;;;;
1105;11219;;;None;10.0.2.5;tcp;445;Nessus SYN scanner;It is possible to determine which TCP ports are open.;This plugin is a SYN 'half-open' port scanner.  It shall be reasonably;;;;;;;;;;;;;;;;
1106;quick even against a firewalled target. ;;;;;;;;;;;;;;;;;;;;;;;;;
1107;;;;;;;;;;;;;;;;;;;;;;;;;;
1108;Note that SYN scans are less intrusive than TCP (full connect) scans;;;;;;;;;;;;;;;;;;;;;;;;;
1109;against broken services; but they might cause problems for less robust;;;;;;;;;;;;;;;;;;;;;;;;
1110;firewalls and also leave unclosed connections on the remote target; if;;;;;;;;;;;;;;;;;;;;;;;;
1111;"the network is loaded.""";Protect your target with an IP filter.;;Port 445/tcp was found to be open;;;;;None;;;;04/02/2009;12/06/2020;;;;;;;;;;;;
1112;11219;;;None;10.0.2.5;tcp;554;Nessus SYN scanner;It is possible to determine which TCP ports are open.;This plugin is a SYN 'half-open' port scanner.  It shall be reasonably;;;;;;;;;;;;;;;;
1113;quick even against a firewalled target. ;;;;;;;;;;;;;;;;;;;;;;;;;
1114;;;;;;;;;;;;;;;;;;;;;;;;;;
1115;Note that SYN scans are less intrusive than TCP (full connect) scans;;;;;;;;;;;;;;;;;;;;;;;;;
1116;against broken services; but they might cause problems for less robust;;;;;;;;;;;;;;;;;;;;;;;;
1117;firewalls and also leave unclosed connections on the remote target; if;;;;;;;;;;;;;;;;;;;;;;;;
1118;"the network is loaded.""";Protect your target with an IP filter.;;Port 554/tcp was found to be open;;;;;None;;;;04/02/2009;12/06/2020;;;;;;;;;;;;
1119;11219;;;None;10.0.2.5;tcp;2869;Nessus SYN scanner;It is possible to determine which TCP ports are open.;This plugin is a SYN 'half-open' port scanner.  It shall be reasonably;;;;;;;;;;;;;;;;
1120;quick even against a firewalled target. ;;;;;;;;;;;;;;;;;;;;;;;;;
1121;;;;;;;;;;;;;;;;;;;;;;;;;;
1122;Note that SYN scans are less intrusive than TCP (full connect) scans;;;;;;;;;;;;;;;;;;;;;;;;;
1123;against broken services; but they might cause problems for less robust;;;;;;;;;;;;;;;;;;;;;;;;
1124;firewalls and also leave unclosed connections on the remote target; if;;;;;;;;;;;;;;;;;;;;;;;;
1125;"the network is loaded.""";Protect your target with an IP filter.;;Port 2869/tcp was found to be open;;;;;None;;;;04/02/2009;12/06/2020;;;;;;;;;;;;
1126;11219;;;None;10.0.2.5;tcp;3389;Nessus SYN scanner;It is possible to determine which TCP ports are open.;This plugin is a SYN 'half-open' port scanner.  It shall be reasonably;;;;;;;;;;;;;;;;
1127;quick even against a firewalled target. ;;;;;;;;;;;;;;;;;;;;;;;;;
1128;;;;;;;;;;;;;;;;;;;;;;;;;;
1129;Note that SYN scans are less intrusive than TCP (full connect) scans;;;;;;;;;;;;;;;;;;;;;;;;;
1130;against broken services; but they might cause problems for less robust;;;;;;;;;;;;;;;;;;;;;;;;
1131;firewalls and also leave unclosed connections on the remote target; if;;;;;;;;;;;;;;;;;;;;;;;;
1132;"the network is loaded.""";Protect your target with an IP filter.;;Port 3389/tcp was found to be open;;;;;None;;;;04/02/2009;12/06/2020;;;;;;;;;;;;
1133;11936;;;None;10.0.2.5;tcp;0;OS Identification;It is possible to guess the remote operating system.;Using a combination of remote probes (e.g., TCP/IP, SMB, HTTP, NTP,;;;;;;;;;;;;;;;;
1134;SNMP; etc.); it is possible to guess the name of the remote operating;;;;;;;;;;;;;;;;;;;;;;;
1135;system in use. It is also possible sometimes to guess the version of;;;;;;;;;;;;;;;;;;;;;;;;;
1136;"the operating system.""";;;;;;;;;;;;;;;;;;;;;;;;;
1137;Remote operating system : Microsoft Windows 7 Professional;;;;;;;;;;;;;;;;;;;;;;;;;
1138;Confidence level : 99;;;;;;;;;;;;;;;;;;;;;;;;;
1139;Method : MSRPC;;;;;;;;;;;;;;;;;;;;;;;;;
1140;;;;;;;;;;;;;;;;;;;;;;;;;;
1141;Not all fingerprints could give a match. If you think some or all of;;;;;;;;;;;;;;;;;;;;;;;;;
1142;the following could be used to identify the host's operating system;;;;;;;;;;;;;;;;;;;;;;;;;
1143;please email them to os-signatures@nessus.org. Be sure to include a;;;;;;;;;;;;;;;;;;;;;;;;;
1144;brief description of the host itself; such as the actual operating;;;;;;;;;;;;;;;;;;;;;;;;
1145;system or product / model names.;;;;;;;;;;;;;;;;;;;;;;;;;
1146;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;RDP:000000000f00000010000100080001000900000001001000100010;;;;;;;;;;;;;;;;;;;;;;;;;
1148;SinFP:!:;;;;;;;;;;;;;;;;;;;;;;;;;
1149;   P1:B11113:F0x12:W8192:O0204ffff:M1460:;;;;;;;;;;;;;;;;;;;;;;;;;
1150;   P2:B11113:F0x12:W8192:O0204ffff010303080402080affffffff44454144:M1460:;;;;;;;;;;;;;;;;;;;;;;;;;
1151;   P3:B00000:F0x00:W0:O0:M0;;;;;;;;;;;;;;;;;;;;;;;;;
1152;   P4:81001_7_p=139;;;;;;;;;;;;;;;;;;;;;;;;;
1153;SSLcert:!:i/CN:HETEAM.empresa.locals/CN:HETEAM.empresa.local;;;;;;;;;;;;;;;;;;;;;;;;;
1154;f43dadab9c3b83d3108343687eb8f42e6ece0a5e;;;;;;;;;;;;;;;;;;;;;;;;;
1155;;;;;;;;;;;;;;;;;;;;;;;;;;
1156;;;;;;;;;;;;;;;;;;;;;;;;;;
1157; ;;;;;;;;;;;;;;;;;;;;;;;;;
1158;"The remote host is running Microsoft Windows 7 Professional""";;;;;None;;;;09/12/2003;09/03/2020;;;;;;;;;;;;;;;
1159;18405;CVE-2005-1794;5.1;Medium;10.0.2.5;tcp;3389;Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness;It may be possible to get access to the remote host.;The remote version of the Remote Desktop Protocol Server (Terminal;;;;;;;;;;;;;;;;
1160;Service) is vulnerable to a man-in-the-middle (MiTM) attack. The RDP ;;;;;;;;;;;;;;;;;;;;;;;;;
1161;client makes no effort to validate the identity of the server when ;;;;;;;;;;;;;;;;;;;;;;;;;
1162;setting up encryption. An attacker with the ability to intercept ;;;;;;;;;;;;;;;;;;;;;;;;;
1163;traffic from the RDP server can establish encryption with the client ;;;;;;;;;;;;;;;;;;;;;;;;;
1164;and server without being detected. A MiTM attack of this nature would ;;;;;;;;;;;;;;;;;;;;;;;;;
1165;allow the attacker to obtain any sensitive information transmitted; ;;;;;;;;;;;;;;;;;;;;;;;;
1166;including authentication credentials.;;;;;;;;;;;;;;;;;;;;;;;;;
1167;;;;;;;;;;;;;;;;;;;;;;;;;;
1168;This flaw exists because the RDP server stores a hard-coded RSA;;;;;;;;;;;;;;;;;;;;;;;;;
1169;private key in the mstlsapi.dll library. Any local user with;;;;;;;;;;;;;;;;;;;;;;;;;
1170;access to this file (on any Windows system) can retrieve the;;;;;;;;;;;;;;;;;;;;;;;;;
1171;"key and use it for this attack.""";#¿NOMBRE?;;;;;;;;;;;;;;;;;;;;;;;;
1172;supported; or/and;;;;;;;;;;;;;;;;;;;;;;;;
1173;;;;;;;;;;;;;;;;;;;;;;;;;;
1174;- Select the 'Allow connections only from computers running Remote ;;;;;;;;;;;;;;;;;;;;;;;;;
1175;"Desktop with Network Level Authentication' setting if it is available.""";http://www.oxid.it/downloads/rdp-gbu.pdf;;;;;;;;;;;;;;;;;;;;;;;;
1176;http://www.nessus.org/u?8033da0d;;;;;;;;;;;;;;;;;;;;;;;;;
1177;"http://technet.microsoft.com/en-us/library/cc782610.aspx""";;;;3.8;;Medium;13818;;;01/06/2005;01/08/2018;;;;;;;;;;;;;;
