;Plugin ID;CVE;CVSS;Risk;Host;Protocol;Port;Name;Synopsis;Description;Solution;See Also;Plugin Output;STIG Severity;CVSS v3.0 Base Score;CVSS Temporal Score;CVSS v3.0 Temporal Score;Risk Factor;BID;XREF;MSKB;Plugin Publication Date;Plugin Modification Date;Metasploit;Core Impact;CANVAS
3096;;;;;;;;;;;;;;;;;;;;;;;;;;
3097;  9.4.2;;;;;;;;;;;;;;;;;;;;;;;;;
3098;;,;,;"None""";;;;03/03/2014;22/11/2019;;;;;;;;;;;;;;;;;
3099;78479;CVE-2014-3566;4.3;Medium;10.0.2.6;tcp;25;SSLv3 Padding Oracle On Downgraded Legacy Encryption Vulnerability (POODLE);It is possible to obtain sensitive information from the remote host;;;;;;;;;;;;;;;;;
3100;"with SSL/TLS-enabled services.""";The remote host is affected by a man-in-the-middle (MitM) information;;;;;;;;;;;;;;;;;;;;;;;;
3101;disclosure vulnerability known as POODLE. The vulnerability is due to;;;;;;;;;;;;;;;;;;;;;;;;;
3102;the way SSL 3.0 handles padding bytes when decrypting messages;;;;;;;;;;;;;;;;;;;;;;;;;
3103;encrypted using block ciphers in cipher block chaining (CBC) mode.;;;;;;;;;;;;;;;;;;;;;;;;;
3104;MitM attackers can decrypt a selected byte of a cipher text in as few;;;;;;;;;;;;;;;;;;;;;;;;;
3105;as 256 tries if they are able to force a victim application to;;;;;;;;;;;;;;;;;;;;;;;;;
3106;repeatedly send the same data over newly created SSL 3.0 connections.;;;;;;;;;;;;;;;;;;;;;;;;;
3107;;;;;;;;;;;;;;;;;;;;;;;;;;
3108;As long as a client and service both support SSLv3; a connection can;;;;;;;;;;;;;;;;;;;;;;;;
3109;be 'rolled back' to SSLv3; even if TLSv1 or newer is supported by the;;;;;;;;;;;;;;;;;;;;;;;;
3110;client and service.;;;;;;;;;;;;;;;;;;;;;;;;;
3111;;;;;;;;;;;;;;;;;;;;;;;;;;
3112;The TLS Fallback SCSV mechanism prevents 'version rollback' attacks;;;;;;;;;;;;;;;;;;;;;;;;;
3113;without impacting legacy clients;;;;;;;;;;;;;;;;;;;;;;;;;
3114;connections when the client and service support the mechanism. Sites;;;;;;;;;;;;;;;;;;;;;;;;;
3115;that cannot disable SSLv3 immediately should enable this mechanism.;;;;;;;;;;;;;;;;;;;;;;;;;
3116;;;;;;;;;;;;;;;;;;;;;;;;;;
3117;This is a vulnerability in the SSLv3 specification; not in any;;;;;;;;;;;;;;;;;;;;;;;;
3118;particular SSL implementation. Disabling SSLv3 is the only way to;;;;;;;;;;;;;;;;;;;;;;;;;
3119;"completely mitigate the vulnerability.""";Disable SSLv3.;;;;;;;;;;;;;;;;;;;;;;;;
3120;;;;;;;;;;;;;;;;;;;;;;;;;;
3121;Services that must support SSLv3 should enable the TLS Fallback SCSV;;;;;;;;;;;;;;;;;;;;;;;;;
3122;"mechanism until SSLv3 can be disabled.""";https://www.imperialviolet.org/2014/10/14/poodle.html;;;;;;;;;;;;;;;;;;;;;;;;
3123;https://www.openssl.org/~bodo/ssl-poodle.pdf;;;;;;;;;;;;;;;;;;;;;;;;;
3124;"https://tools.ietf.org/html/draft-ietf-tls-downgrade-scsv-00""";;;;;;;;;;;;;;;;;;;;;;;;;
3125;Nessus determined that the remote server supports SSLv3 with at least one CBC ;;;;;;;;;;;;;;;;;;;;;;;;;
3126;cipher suite; indicating that this server is vulnerable.;;;;;;;;;;;;;;;;;;;;;;;;
3127;;;;;;;;;;;;;;;;;;;;;;;;;;
3128;It appears that TLSv1 or newer is supported on the server. However; the ;;;;;;;;;;;;;;;;;;;;;;;;
3129;Fallback SCSV mechanism is not supported;" allowing connections to be """"rolled ";;;;;;;;;;;;;;;;;;;;;;;;
3130;"back"""" to SSLv3.";;;;;;;;;;;;;;;;;;;;;;;;;
3131;;,6.8;3.2;5.9;Medium;70574;CERT:577193;;15/10/2014;12/06/2020;;;;;;;;;;;;;;;;
3132;78479;CVE-2014-3566;4.3;Medium;10.0.2.6;tcp;5432;SSLv3 Padding Oracle On Downgraded Legacy Encryption Vulnerability (POODLE);It is possible to obtain sensitive information from the remote host;;;;;;;;;;;;;;;;;
3133;"with SSL/TLS-enabled services.""";The remote host is affected by a man-in-the-middle (MitM) information;;;;;;;;;;;;;;;;;;;;;;;;
3134;disclosure vulnerability known as POODLE. The vulnerability is due to;;;;;;;;;;;;;;;;;;;;;;;;;
3135;the way SSL 3.0 handles padding bytes when decrypting messages;;;;;;;;;;;;;;;;;;;;;;;;;
3136;encrypted using block ciphers in cipher block chaining (CBC) mode.;;;;;;;;;;;;;;;;;;;;;;;;;
3137;MitM attackers can decrypt a selected byte of a cipher text in as few;;;;;;;;;;;;;;;;;;;;;;;;;
3138;as 256 tries if they are able to force a victim application to;;;;;;;;;;;;;;;;;;;;;;;;;
3139;repeatedly send the same data over newly created SSL 3.0 connections.;;;;;;;;;;;;;;;;;;;;;;;;;
3140;;;;;;;;;;;;;;;;;;;;;;;;;;
3141;As long as a client and service both support SSLv3; a connection can;;;;;;;;;;;;;;;;;;;;;;;;
3142;be 'rolled back' to SSLv3; even if TLSv1 or newer is supported by the;;;;;;;;;;;;;;;;;;;;;;;;
3143;client and service.;;;;;;;;;;;;;;;;;;;;;;;;;
3144;;;;;;;;;;;;;;;;;;;;;;;;;;
3145;The TLS Fallback SCSV mechanism prevents 'version rollback' attacks;;;;;;;;;;;;;;;;;;;;;;;;;
3146;without impacting legacy clients;;;;;;;;;;;;;;;;;;;;;;;;;
3147;connections when the client and service support the mechanism. Sites;;;;;;;;;;;;;;;;;;;;;;;;;
3148;that cannot disable SSLv3 immediately should enable this mechanism.;;;;;;;;;;;;;;;;;;;;;;;;;
3149;;;;;;;;;;;;;;;;;;;;;;;;;;
3150;This is a vulnerability in the SSLv3 specification; not in any;;;;;;;;;;;;;;;;;;;;;;;;
3151;particular SSL implementation. Disabling SSLv3 is the only way to;;;;;;;;;;;;;;;;;;;;;;;;;
3152;"completely mitigate the vulnerability.""";Disable SSLv3.;;;;;;;;;;;;;;;;;;;;;;;;
3153;;;;;;;;;;;;;;;;;;;;;;;;;;
3154;Services that must support SSLv3 should enable the TLS Fallback SCSV;;;;;;;;;;;;;;;;;;;;;;;;;
3155;"mechanism until SSLv3 can be disabled.""";https://www.imperialviolet.org/2014/10/14/poodle.html;;;;;;;;;;;;;;;;;;;;;;;;
3156;https://www.openssl.org/~bodo/ssl-poodle.pdf;;;;;;;;;;;;;;;;;;;;;;;;;
3157;"https://tools.ietf.org/html/draft-ietf-tls-downgrade-scsv-00""";;;;;;;;;;;;;;;;;;;;;;;;;
3158;Nessus determined that the remote server supports SSLv3 with at least one CBC ;;;;;;;;;;;;;;;;;;;;;;;;;
3159;cipher suite; indicating that this server is vulnerable.;;;;;;;;;;;;;;;;;;;;;;;;
3160;;;;;;;;;;;;;;;;;;;;;;;;;;
3161;It appears that TLSv1 or newer is supported on the server. However; the ;;;;;;;;;;;;;;;;;;;;;;;;
3162;Fallback SCSV mechanism is not supported;" allowing connections to be """"rolled ";;;;;;;;;;;;;;;;;;;;;;;;
3163;"back"""" to SSLv3.";;;;;;;;;;;;;;;;;;;;;;;;;
3164;;,6.8;3.2;5.9;Medium;70574;CERT:577193;;15/10/2014;12/06/2020;;;;;;;;;;;;;;;;
3165;81606;CVE-2015-0204;4.3;Medium;10.0.2.6;tcp;25;SSL/TLS EXPORT_RSA <= 512-bit Cipher Suites Supported (FREAK);The remote host supports a set of weak ciphers.;The remote host supports EXPORT_RSA cipher suites with keys less than;;;;;;;;;;;;;;;;
3166;or equal to 512 bits. An attacker can factor a 512-bit RSA modulus in;;;;;;;;;;;;;;;;;;;;;;;;;
3167;a short amount of time.;;;;;;;;;;;;;;;;;;;;;;;;;
3168;;;;;;;;;;;;;;;;;;;;;;;;;;
3169;A man-in-the middle attacker may be able to downgrade the session to;;;;;;;;;;;;;;;;;;;;;;;;;
3170;use EXPORT_RSA cipher suites (e.g. CVE-2015-0204). Thus; it is;;;;;;;;;;;;;;;;;;;;;;;;
3171;"recommended to remove support for weak cipher suites.""";Reconfigure the service to remove support for EXPORT_RSA cipher;;;;;;;;;;;;;;;;;;;;;;;;
3172;"suites.""";https://www.smacktls.com/#freak;;;;;;;;;;;;;;;;;;;;;;;;
3173;https://www.openssl.org/news/secadv/20150108.txt;;;;;;;;;;;;;;;;;;;;;;;;;
3174;"http://www.nessus.org/u?b78da2c4""";;;;;;;;;;;;;;;;;;;;;;;;;
3175;EXPORT_RSA cipher suites supported by the remote server :;;;;;;;;;;;;;;;;;;;;;;;;;
3176;;;;;;;;;;;;;;;;;;;;;;;;;;
3177;  Low Strength Ciphers (<= 64-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
3178;;;;;;;;;;;;;;;;;;;;;;;;;;
3179;    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
3180;    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
3181;    EXP-DES-CBC-SHA               0x00; 0x08       RSA(512)      RSA      DES-CBC(40)            SHA1      export;;;;;;;;;;;;;;;;;;;;;;;;
3182;    EXP-RC2-CBC-MD5               0x00; 0x06       RSA(512)      RSA      RC2-CBC(40)            MD5       export;;;;;;;;;;;;;;;;;;;;;;;;
3183;    EXP-RC4-MD5                   0x00; 0x03       RSA(512)      RSA      RC4(40)                MD5       export;;;;;;;;;;;;;;;;;;;;;;;;
3184;;;;;;;;;;;;;;;;;;;;;;;;;;
3185;The fields above are :;;;;;;;;;;;;;;;;;;;;;;;;;
3186;;;;;;;;;;;;;;;;;;;;;;;;;;
3187;  {Tenable ciphername};;;;;;;;;;;;;;;;;;;;;;;;;
3188;  {Cipher ID code};;;;;;;;;;;;;;;;;;;;;;;;;
3189;  Kex={key exchange};;;;;;;;;;;;;;;;;;;;;;;;;
3190;  Auth={authentication};;;;;;;;;;;;;;;;;;;;;;;;;
3191;  Encrypt={symmetric encryption method};;;;;;;;;;;;;;;;;;;;;;;;;
3192;  MAC={message authentication code};;;;;;;;;;;;;;;;;;;;;;;;;
3193;  {export flag};;;;;;;;;;;;;;;;;;;;;;;;;
3194;;,;"3.2""";;Medium;71936;CERT:243585;;04/03/2015;17/09/2018;;;;;;;;;;;;;;;;
3195;83738;CVE-2015-4000;2.6;Low;10.0.2.6;tcp;25;SSL/TLS EXPORT_DHE <= 512-bit Export Cipher Suites Supported (Logjam);The remote host supports a set of weak ciphers.;The remote host supports EXPORT_DHE cipher suites with keys less than;;;;;;;;;;;;;;;;
3196;or equal to 512 bits. Through cryptanalysis; a third party can find;;;;;;;;;;;;;;;;;;;;;;;;
3197;the shared secret in a short amount of time.;;;;;;;;;;;;;;;;;;;;;;;;;
3198;;;;;;;;;;;;;;;;;;;;;;;;;;
3199;A man-in-the middle attacker may be able to downgrade the session to;;;;;;;;;;;;;;;;;;;;;;;;;
3200;use EXPORT_DHE cipher suites. Thus; it is recommended to remove;;;;;;;;;;;;;;;;;;;;;;;;
3201;"support for weak cipher suites.""";Reconfigure the service to remove support for EXPORT_DHE cipher;;;;;;;;;;;;;;;;;;;;;;;;
3202;"suites.""";https://weakdh.org/;;;;;;;;;;;;;;;;;;;;;;;;
3203;EXPORT_DHE cipher suites supported by the remote server :;;;;;;;;;;;;;;;;;;;;;;;;;
3204;;;;;;;;;;;;;;;;;;;;;;;;;;
3205;  Low Strength Ciphers (<= 64-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
3206;;;;;;;;;;;;;;;;;;;;;;;;;;
3207;    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
3208;    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
3209;    EXP-EDH-RSA-DES-CBC-SHA       0x00; 0x14       DH(512)       RSA      DES-CBC(40)            SHA1      export;;;;;;;;;;;;;;;;;;;;;;;;
3210;    EXP-ADH-DES-CBC-SHA           0x00; 0x19       DH(512)       None     DES-CBC(40)            SHA1      export;;;;;;;;;;;;;;;;;;;;;;;;
3211;    EXP-ADH-RC4-MD5               0x00; 0x17       DH(512)       None     RC4(40)                MD5       export;;;;;;;;;;;;;;;;;;;;;;;;
3212;;;;;;;;;;;;;;;;;;;;;;;;;;
3213;The fields above are :;;;;;;;;;;;;;;;;;;;;;;;;;
3214;;;;;;;;;;;;;;;;;;;;;;;;;;
3215;  {Tenable ciphername};;;;;;;;;;;;;;;;;;;;;;;;;
3216;  {Cipher ID code};;;;;;;;;;;;;;;;;;;;;;;;;
3217;  Kex={key exchange};;;;;;;;;;;;;;;;;;;;;;;;;
3218;  Auth={authentication};;;;;;;;;;;;;;;;;;;;;;;;;
3219;  Encrypt={symmetric encryption method};;;;;;;;;;;;;;;;;;;;;;;;;
3220;  MAC={message authentication code};;;;;;;;;;;;;;;;;;;;;;;;;
3221;  {export flag};;;;;;;;;;;;;;;;;;;;;;;;;
3222;;,3.7;2.2;3.2;Low;74733;;;21/05/2015;26/11/2019;;;;;;;;;;;;;;;;
3223;84574;;;None;10.0.2.6;tcp;80;Backported Security Patch Detection (PHP);Security patches have been backported.;Security patches may have been 'backported' to the remote PHP install;;;;;;;;;;;;;;;;
3224;without changing its version number.;;;;;;;;;;;;;;;;;;;;;;;;;
3225;;;;;;;;;;;;;;;;;;;;;;;;;;
3226;Banner-based checks have been disabled to avoid false positives.;;;;;;;;;;;;;;;;;;;;;;;;;
3227;;;;;;;;;;;;;;;;;;;;;;;;;;
3228;Note that this test is informational only and does not denote any;;;;;;;;;;;;;;;;;;;;;;;;;
3229;"security problem.""";;https://access.redhat.com/security/updates/backporting/?sc_cid=3093;;;;;;;;;;;;;;;;;;;;;;;
3230;Give Nessus credentials to perform local checks.;;;;;;;;;;;;;;;;;;;;;;;;;
3231;;,;,;"None""";;;;07/07/2015;07/07/2015;;;;;;;;;;;;;;;;;
3232;86420;;;None;10.0.2.6;tcp;0;Ethernet MAC Addresses;This plugin gathers MAC addresses from various sources and;;;;;;;;;;;;;;;;;
3233;"consolidates them into a list.""";This plugin gathers MAC addresses discovered from both remote probing;;;;;;;;;;;;;;;;;;;;;;;;
3234;of the host (e.g. SNMP and Netbios) and from running local checks;;;;;;;;;;;;;;;;;;;;;;;;;
3235;(e.g. ifconfig). It then consolidates the MAC addresses into a single;;;;;;;;;;;;;;;;;;;;;;;;;
3236;unique;" and uniform list.""";;;The following is a consolidated list of detected MAC addresses:;;;;;;;;;;;;;;;;;;;;;
3237;  - 08:00:27:03:46:15;;;;;;;;;;;;;;;;;;;;;;;;;
3238;;,;,;"None""";;;;16/10/2015;13/05/2020;;;;;;;;;;;;;;;;;
3239;89058;CVE-2016-0800;4.3;Medium;10.0.2.6;tcp;25;SSL DROWN Attack Vulnerability (Decrypting RSA with Obsolete and Weakened eNcryption);The remote host may be affected by a vulnerability that allows a;;;;;;;;;;;;;;;;;
3240;"remote attacker to potentially decrypt captured TLS traffic.""";The remote host supports SSLv2 and therefore may be affected by a;;;;;;;;;;;;;;;;;;;;;;;;
3241;vulnerability that allows a cross-protocol Bleichenbacher padding;;;;;;;;;;;;;;;;;;;;;;;;;
3242;oracle attack known as DROWN (Decrypting RSA with Obsolete and;;;;;;;;;;;;;;;;;;;;;;;;;
3243;Weakened eNcryption). This vulnerability exists due to a flaw in the;;;;;;;;;;;;;;;;;;;;;;;;;
3244;Secure Sockets Layer Version 2 (SSLv2) implementation; and it allows;;;;;;;;;;;;;;;;;;;;;;;;
3245;captured TLS traffic to be decrypted. A man-in-the-middle attacker can;;;;;;;;;;;;;;;;;;;;;;;;;
3246;exploit this to decrypt the TLS connection by utilizing previously;;;;;;;;;;;;;;;;;;;;;;;;;
3247;captured traffic and weak cryptography along with a series of;;;;;;;;;;;;;;;;;;;;;;;;;
3248;specially crafted connections to an SSLv2 server that uses the same;;;;;;;;;;;;;;;;;;;;;;;;;
3249;"private key.""";Disable SSLv2 and export grade cryptography cipher suites. Ensure that;;;;;;;;;;;;;;;;;;;;;;;;
3250;private keys are not used anywhere with server software that supports;;;;;;;;;;;;;;;;;;;;;;;;;
3251;"SSLv2 connections.""";https://drownattack.com/;;;;;;;;;;;;;;;;;;;;;;;;
3252;"https://drownattack.com/drown-attack-paper.pdf""";;;;;;;;;;;;;;;;;;;;;;;;;
3253;The remote host is affected by SSL DROWN and supports the following;;;;;;;;;;;;;;;;;;;;;;;;;
3254;vulnerable cipher suites :;;;;;;;;;;;;;;;;;;;;;;;;;
3255;;;;;;;;;;;;;;;;;;;;;;;;;;
3256;  Low Strength Ciphers (<= 64-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
3257;;;;;;;;;;;;;;;;;;;;;;;;;;
3258;    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
3259;    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
3260;    DES-CBC-MD5                   0x06; 0x00; 0x40 RSA           RSA      DES-CBC(56)            MD5;;;;;;;;;;;;;;;;;;;;;;;
3261;    EXP-RC2-CBC-MD5               0x04; 0x00; 0x80 RSA(512)      RSA      RC2-CBC(40)            MD5       export;;;;;;;;;;;;;;;;;;;;;;;
3262;    EXP-RC4-MD5                   0x02; 0x00; 0x80 RSA(512)      RSA      RC4(40)                MD5       export;;;;;;;;;;;;;;;;;;;;;;;
3263;;;;;;;;;;;;;;;;;;;;;;;;;;
3264;  High Strength Ciphers (>= 112-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
3265;;;;;;;;;;;;;;;;;;;;;;;;;;
3266;    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
3267;    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
3268;    RC4-MD5                       0x01; 0x00; 0x80 RSA           RSA      RC4(128)               MD5;;;;;;;;;;;;;;;;;;;;;;;
3269;;;;;;;;;;;;;;;;;;;;;;;;;;
3270;The fields above are :;;;;;;;;;;;;;;;;;;;;;;;;;
3271;;;;;;;;;;;;;;;;;;;;;;;;;;
3272;  {Tenable ciphername};;;;;;;;;;;;;;;;;;;;;;;;;
3273;  {Cipher ID code};;;;;;;;;;;;;;;;;;;;;;;;;
3274;  Kex={key exchange};;;;;;;;;;;;;;;;;;;;;;;;;
3275;  Auth={authentication};;;;;;;;;;;;;;;;;;;;;;;;;
3276;  Encrypt={symmetric encryption method};;;;;;;;;;;;;;;;;;;;;;;;;
3277;  MAC={message authentication code};;;;;;;;;;;;;;;;;;;;;;;;;
3278;  {export flag};;;;;;;;;;;;;;;;;;;;;;;;;
3279;;,5.9;3.2;5.2;Medium;83733;CERT:583776;;01/03/2016;20/11/2019;;;;;;;;;;;;;;;;
3280;90317;;4.3;Medium;10.0.2.6;tcp;22;SSH Weak Algorithms Supported;The remote SSH server is configured to allow weak encryption;;;;;;;;;;;;;;;;;
3281;"algorithms or no algorithm at all.""";Nessus has detected that the remote SSH server is configured to use;;;;;;;;;;;;;;;;;;;;;;;;
3282;the Arcfour stream cipher or no cipher at all. RFC 4253 advises;;;;;;;;;;;;;;;;;;;;;;;;;
3283;"against using Arcfour due to an issue with weak keys.""";Contact the vendor or consult product documentation to remove the weak;;;;;;;;;;;;;;;;;;;;;;;;
3284;"ciphers.""";https://tools.ietf.org/html/rfc4253#section-6.3;;;;;;;;;;;;;;;;;;;;;;;;
3285;The following weak server-to-client encryption algorithms are supported : ;;;;;;;;;;;;;;;;;;;;;;;;;
3286;;;;;;;;;;;;;;;;;;;;;;;;;;
3287;  arcfour;;;;;;;;;;;;;;;;;;;;;;;;;
3288;  arcfour128;;;;;;;;;;;;;;;;;;;;;;;;;
3289;  arcfour256;;;;;;;;;;;;;;;;;;;;;;;;;
3290;;;;;;;;;;;;;;;;;;;;;;;;;;
3291;The following weak client-to-server encryption algorithms are supported : ;;;;;;;;;;;;;;;;;;;;;;;;;
3292;;;;;;;;;;;;;;;;;;;;;;;;;;
3293;  arcfour;;;;;;;;;;;;;;;;;;;;;;;;;
3294;  arcfour128;;;;;;;;;;;;;;;;;;;;;;;;;
3295;  arcfour256;;;;;;;;;;;;;;;;;;;;;;;;;
3296;;,;,;"Medium""";;;;04/04/2016;14/12/2016;;;;;;;;;;;;;;;;;
3297;90509;CVE-2016-2118;6.8;Medium;10.0.2.6;tcp;445;Samba Badlock Vulnerability;An SMB server running on the remote host is affected by the Badlock;;;;;;;;;;;;;;;;;
3298;"vulnerability.""";The version of Samba, a CIFS/SMB server for Linux and Unix, running on;;;;;;;;;;;;;;;;;;;;;;;;
3299;the remote host is affected by a flaw; known as Badlock; that exists;;;;;;;;;;;;;;;;;;;;;;;
3300;in the Security Account Manager (SAM) and Local Security;;;;;;;;;;;;;;;;;;;;;;;;;
3301;Authority (Domain Policy) (LSAD) protocols due to improper;;;;;;;;;;;;;;;;;;;;;;;;;
3302;authentication level negotiation over Remote Procedure Call (RPC);;;;;;;;;;;;;;;;;;;;;;;;;
3303;channels. A man-in-the-middle attacker who is able to able to;;;;;;;;;;;;;;;;;;;;;;;;;
3304;intercept the traffic between a client and a server hosting a SAM;;;;;;;;;;;;;;;;;;;;;;;;;
3305;database can exploit this flaw to force a downgrade of the;;;;;;;;;;;;;;;;;;;;;;;;;
3306;authentication level; which allows the execution of arbitrary Samba;;;;;;;;;;;;;;;;;;;;;;;;
3307;network calls in the context of the intercepted user; such as viewing;;;;;;;;;;;;;;;;;;;;;;;;
3308;or modifying sensitive security data in the Active Directory (AD);;;;;;;;;;;;;;;;;;;;;;;;;
3309;"database or disabling critical services.""";Upgrade to Samba version 4.2.11 / 4.3.8 / 4.4.2 or later.;http://badlock.org;;;;;;;;;;;;;;;;;;;;;;;
3310;"https://www.samba.org/samba/security/CVE-2016-2118.html""";;;;;;;;;;;;;;;;;;;;;;;;;
3311;Nessus detected that the Samba Badlock patch has not been applied.;;;;;;;;;;;;;;;;;;;;;;;;;
3312;;,7.5;5.0;6.5;Medium;86002;CERT:813296;;13/04/2016;20/11/2019;;;;;;;;;;;;;;;;
3313;96982;;;None;10.0.2.6;tcp;445;Server Message Block (SMB) Protocol Version 1 Enabled (uncredentialed check);The remote Windows host supports the SMBv1 protocol.;The remote Windows host supports Server Message Block Protocol;;;;;;;;;;;;;;;;
3314;version 1 (SMBv1). Microsoft recommends that users discontinue the use;;;;;;;;;;;;;;;;;;;;;;;;;
3315;of SMBv1 due to the lack of security features that were included in;;;;;;;;;;;;;;;;;;;;;;;;;
3316;later SMB versions. Additionally; the Shadow Brokers group reportedly;;;;;;;;;;;;;;;;;;;;;;;;
3317;has an exploit that affects SMB;;;;;;;;;;;;;;;;;;;;;;;;;
3318;affects SMBv1 or another version. In response to this; US-CERT;;;;;;;;;;;;;;;;;;;;;;;;
3319;recommends that users disable SMBv1 per SMB best practices to mitigate;;;;;;;;;;;;;;;;;;;;;;;;;
3320;"these potential issues.""";Disable SMBv1 according to the vendor instructions in Microsoft;;;;;;;;;;;;;;;;;;;;;;;;
3321;KB2696547. Additionally; block SMB directly by blocking TCP port 445;;;;;;;;;;;;;;;;;;;;;;;;
3322;on all network boundary devices. For SMB over the NetBIOS API; block;;;;;;;;;;;;;;;;;;;;;;;;
3323;TCP ports 137 / 139 and UDP ports 137 / 138 on all network boundary;;;;;;;;;;;;;;;;;;;;;;;;;
3324;"devices.""";https://blogs.technet.microsoft.com/filecab/2016/09/16/stop-using-smb1/;;;;;;;;;;;;;;;;;;;;;;;;
3325;https://support.microsoft.com/en-us/help/2696547/how-to-detect-enable-and-disable-smbv1-smbv2-and-smbv3-in-windows-and;;;;;;;;;;;;;;;;;;;;;;;;;
3326;http://www.nessus.org/u?8dcab5e4;;;;;;;;;;;;;;;;;;;;;;;;;
3327;http://www.nessus.org/u?234f8ef8;;;;;;;;;;;;;;;;;;;;;;;;;
3328;"http://www.nessus.org/u?4c7e0cf3""";;;;;;;;;;;;;;;;;;;;;;;;;
3329;The remote host supports SMBv1.;;;;;;;;;;;;;;;;;;;;;;;;;
3330;;,;,;"None""";;;;03/02/2017;15/11/2018;;;;;;;;;;;;;;;;;
3331;100871;;;None;10.0.2.6;tcp;445;Microsoft Windows SMB Versions Supported (remote check);It was possible to obtain information about the version of SMB running;;;;;;;;;;;;;;;;;
3332;"on the remote host.""";Nessus was able to obtain the version of SMB running on the remote;;;;;;;;;;;;;;;;;;;;;;;;
3333;host by sending an authentication request to port 139 or 445.;;;;;;;;;;;;;;;;;;;;;;;;;
3334;;;;;;;;;;;;;;;;;;;;;;;;;;
3335;"Note that this plugin is a remote check and does not work on agents.""";;;;;;;;;;;;;;;;;;;;;;;;;
3336;The remote host supports the following versions of SMB :;;;;;;;;;;;;;;;;;;;;;;;;;
3337;  SMBv1;;;;;;;;;;;;;;;;;;;;;;;;;
3338;;,;,;"None""";;;;19/06/2017;22/11/2019;;;;;;;;;;;;;;;;;
3339;104743;;6.1;Medium;10.0.2.6;tcp;25;TLS Version 1.0 Protocol Detection;The remote service encrypts traffic using an older version of TLS.;The remote service accepts connections encrypted using TLS 1.0. TLS 1.0 has a;;;;;;;;;;;;;;;;
3340;number of cryptographic design flaws. Modern implementations of TLS 1.0;;;;;;;;;;;;;;;;;;;;;;;;;
3341;mitigate these problems; but newer versions of TLS like 1.2 and 1.3 are;;;;;;;;;;;;;;;;;;;;;;;;
3342;designed against these flaws and should be used whenever possible.;;;;;;;;;;;;;;;;;;;;;;;;;
3343;;;;;;;;;;;;;;;;;;;;;;;;;;
3344;As of March 31;2020; Endpoints that arenât enabled for TLS 1.2;;;;;;;;;;;;;;;;;;;;;;;
3345;and higher will no longer function properly with major web browsers and major vendors.;;;;;;;;;;;;;;;;;;;;;;;;;
3346;;;;;;;;;;;;;;;;;;;;;;;;;;
3347;PCI DSS v3.2 requires that TLS 1.0 be disabled entirely by June 30;;;;;;;;;;;;;;;;;;;;;;;;;
3348;2018; except for POS POI terminals (and the SSL/TLS termination;;;;;;;;;;;;;;;;;;;;;;;;
3349;points to which they connect) that can be verified as not being;;;;;;;;;;;;;;;;;;;;;;;;;
3350;"susceptible to any known exploits.""";Enable support for TLS 1.2 and 1.3, and disable support for TLS 1.0.;https://tools.ietf.org/html/draft-ietf-tls-oldversions-deprecate-00;TLSv1 is enabled and the server supports at least one cipher.;;6.5;;;Medium;;;;22/11/2017;31/03/2020;;;;;;;;;;;;
3351;104743;;6.1;Medium;10.0.2.6;tcp;5432;TLS Version 1.0 Protocol Detection;The remote service encrypts traffic using an older version of TLS.;The remote service accepts connections encrypted using TLS 1.0. TLS 1.0 has a;;;;;;;;;;;;;;;;
3352;number of cryptographic design flaws. Modern implementations of TLS 1.0;;;;;;;;;;;;;;;;;;;;;;;;;
3353;mitigate these problems; but newer versions of TLS like 1.2 and 1.3 are;;;;;;;;;;;;;;;;;;;;;;;;
3354;designed against these flaws and should be used whenever possible.;;;;;;;;;;;;;;;;;;;;;;;;;
3355;;;;;;;;;;;;;;;;;;;;;;;;;;
3356;As of March 31;2020; Endpoints that arenât enabled for TLS 1.2;;;;;;;;;;;;;;;;;;;;;;;
3357;and higher will no longer function properly with major web browsers and major vendors.;;;;;;;;;;;;;;;;;;;;;;;;;
3358;;;;;;;;;;;;;;;;;;;;;;;;;;
3359;PCI DSS v3.2 requires that TLS 1.0 be disabled entirely by June 30;;;;;;;;;;;;;;;;;;;;;;;;;
3360;2018; except for POS POI terminals (and the SSL/TLS termination;;;;;;;;;;;;;;;;;;;;;;;;
3361;points to which they connect) that can be verified as not being;;;;;;;;;;;;;;;;;;;;;;;;;
